报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.32,0.28,0.27,0.24,0.43,1.18,1.41,1,1.06,1.33,0.84,0.54,0.51,
每股净资产(元),--,--,--,--,--,--,--,--,6.72,11.43,3.31,2.47,1.93,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.32,0.1,1.1,0.68,0.28,
主营业务收入(万元),1078563,919947,906880,893685,896852,1291711,1214295,957654,725264,448807,248734,161847,134367,
主营业务利润(万元),150364,120582,117765,104090,120735,201107,176423,125160,92878,51664,28336,19011,17622,
营业利润(万元),54264,45999,41309,36917,68277,124532,105146,74928,55547,31177,17805,11306,10707,
投资收益(万元),4370,4510,5872,1155,1149,1669,--,--,--,0,-8,58,16,
营业外收支净额(万元),18,-124,-152,871,751,197,744,156,-64,-59,-72,-31,--,
利润总额(万元),54282,45875,41157,37787,69028,124729,105889,75083,55483,31118,17733,11275,10705,
净利润(万元),42567,36884,35769,31929,57223,103262,89468,63450,44899,26225,13230,8552,7050,
净利润(扣除非经常性损益后)(万元),33678,27169,31469,28861,56130,101672,88982,63315,44974,26826,13295,8345,5705,
经营活动产生的现金流量净额(万元),42856,-12831,15882,15426,3293,14792,12963,1167,13616,2138,17392,10687,4454,
现金及现金等价物净增加额(万元),25820,41325,-17176,-37430,-24655,83743,-62515,63559,-21931,152642,15029,1369,2888,
总资产(万元),2163013,2091602,1993587,1872378,1841626,1774001,1269557,988851,674604,446209,160416,110638,107777,
流动资产(万元),1836954,1785705,1710747,1613806,1583636,1510867,1062823,895223,617921,424949,146607,98428,100013,
总负债(万元),1336168,1279432,1214976,1125908,1118456,1098654,825753,632031,387051,204951,108111,71563,77255,
流动负债(万元),1324916,1269170,1211557,1123078,1024348,997217,725698,532075,385373,203273,106433,71563,77238,
股东权益不含少数股东权益(万元),801816,787918,748218,717809,694495,645869,432858,349996,283573,241242,52305,39075,30522,
净资产收益率加权(%),5.4,4.81,4.88,4.52,8.55,18.5,22.86,20.11,17.23,13.99,28.95,24.58,39.75,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
