报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.7,0.57,0.22,-0.8,-0.78,0.01,0.32,0.36,-0.16,0.01,-0.19,-0.18,0.02,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,2.64,0.1,0.25,0.22,0.41,0.59,0.57,0.89,1.84,1.84,3.05,3.13,2.96,3.11,1.67,1.52,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.02,-0.07,-0.05,-0.03,0.26,-0.01,-0.06,-0.8,0.05,0.32,0.2,0.38,0.09,0.19,0,--,
主营业务收入(万元),210317,194804,158816,126649,150503,205209,267389,295047,12134,15075,12547,12983,12841,15751,10694,24620,25216,25516,24709,21622,23205,23207,21260,19928,
主营业务利润(万元),69897,71429,44332,19540,2726,39046,54951,68004,1786,3160,1191,560,1607,-1265,444,6780,8551,8359,9027,8511,11106,11210,10710,9916,
营业利润(万元),38511,43451,9744,-48516,-48989,-1958,17116,19501,-5550,-2136,-5369,-6976,-6844,-1616,-10012,-505,1676,1784,4433,4228,5084,6712,5915,5060,
投资收益(万元),1100,6265,1373,1162,1133,-4,377,--,--,--,--,--,--,-24,-24,-1,0,75,160,103,0,0,45,7,
营业外收支净额(万元),916,-14756,2610,972,2906,2853,2069,2887,615,2318,-234,1522,7282,-3071,-35,23,-149,110,94,103,68,0,0,0,
利润总额(万元),39427,28695,12354,-47543,-46082,895,19186,22387,-4935,181,-5603,-5454,438,-4236,-9580,92,1528,1969,4688,4434,5152,6705,5966,5158,
净利润(万元),34478,27869,12050,-43667,-44697,565,16950,19130,-4662,333,-5558,-5437,640,-4058,-9265,153,1257,1642,3995,3760,-690,-806,3869,4385,
净利润(扣除非经常性损益后)(万元),30648,33259,7177,-45798,-48736,-725,16265,3903,-5143,-1710,-5230,-6944,-6832,-19219,-10840,-724,907,1774,3777,3554,-1519,-806,0,--,
经营活动产生的现金流量净额(万元),26667,16170,1170,6797,-3542,-5901,13883,3323,708,-1955,-1373,-938,7699,-338,-1936,-24017,1527,5685,3462,6632,1651,2322,0,--,
现金及现金等价物净增加额(万元),9837,4469,16330,570,-27291,32872,2355,1072,-95,-253,-2347,-4422,6829,-747,-3030,-25533,-2869,14743,-15209,-2202,35308,15,0,--,
总资产(万元),357190,323339,274840,280668,324760,395368,292569,283256,34738,33360,34043,38478,50771,49122,93765,103314,96232,90399,79517,74147,80029,47145,52028,35313,
流动资产(万元),292879,258959,193185,194065,236456,306844,222416,219441,19684,18057,17579,20630,31142,27408,61774,67440,61819,57882,49646,68354,0,29538,27812,27134,
总负债(万元),139183,140062,119432,137310,137735,163646,137892,144558,32635,26322,27158,25486,32383,31016,66179,66162,40066,35905,24145,22244,0,17658,17652,18495,
流动负债(万元),119115,118781,109161,131031,131545,145513,125593,132532,31692,25727,26575,24933,31958,30636,62929,39065,32066,22310,23955,21960,0,17058,17012,17125,
股东权益不含少数股东权益(万元),218007,183277,155408,143358,187025,231722,154676,138572,2928,7590,6597,12185,17567,17084,26581,35830,54834,53574,54935,51903,43045,10163,14826,16818,
净资产收益率加权(%),17.19,16.46,8.07,-26.43,-21.35,0.37,11.52,14.2,-88.66,4.49,-58.94,-36.51,3.71,-21.73,-29.69,0.28,2.32,3.11,7.41,7.19,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
