报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.18,0.17,0.21,0.2,0.15,0.07,0.05,0.02,--,--,--,--,
每股净资产(元),--,--,--,--,3.26,2.2,2.47,2.34,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.5,-0.06,0.17,1.13,--,--,--,--,
主营业务收入(万元),424410,408302,360583,277900,226907,205637,192640,146710,99865,76115,49293,30098,
主营业务利润(万元),81250,81980,67686,58817,55547,45660,31497,22496,7371,5888,7009,5483,
营业利润(万元),26021,23046,18489,15096,11446,3900,4281,1794,5205,5235,4642,3132,
投资收益(万元),5464,4172,7064,5623,3140,3088,2789,1739,1841,431,2312,371,
营业外收支净额(万元),197,283,460,664,685,243,299,67,249,1047,81,-31,
利润总额(万元),26218,23328,18950,15760,12131,4143,4580,1861,7796,7213,7651,4085,
净利润(万元),20636,19065,17171,13741,9958,4576,3460,1604,6662,5964,6592,3240,
净利润(扣除非经常性损益后)(万元),19553,16032,15046,11912,7852,6034,2376,984,--,--,--,--,
经营活动产生的现金流量净额(万元),31543,66824,39978,46319,34832,-3061,3537,23111,7305,3540,15465,8069,
现金及现金等价物净增加额(万元),-24674,21524,10425,17868,-8524,-28400,16685,18771,4784,907,9616,1545,
总资产(万元),918220,919331,819056,767689,760414,584374,455993,358528,--,166944,137136,116177,
流动资产(万元),223684,227202,198545,171352,150266,171618,162939,144434,--,74550,58801,45482,
总负债(万元),580073,593580,538237,483224,492309,437465,383456,298616,--,117812,94521,80965,
流动负债(万元),446015,440362,413164,314672,320355,341467,243726,188223,--,65303,57375,52811,
股东权益不含少数股东权益(万元),282095,277071,232045,236228,225425,105188,50585,47924,--,44847,39691,32478,
净资产收益率加权(%),7.39,7.5,7.34,6.21,6.73,6.57,7.08,3.33,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
