报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.12,0.36,0.21,0.63,0.62,0.56,0.56,0.7,0.59,
每股净资产(元),--,--,--,--,4.5,4.09,3.69,3.34,2.95,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.51,0.39,-0.28,0.2,0.16,
主营业务收入(万元),71425,72260,54279,49419,40900,37148,35484,36297,32365,
主营业务利润(万元),12597,14007,8684,9251,8311,7983,7985,8258,6526,
营业利润(万元),1992,6182,3925,5724,5422,5115,4941,5422,4258,
投资收益(万元),-38,-2,90,--,--,--,-2,-28,--,
营业外收支净额(万元),-22,-115,-119,44,101,23,65,5,4,
利润总额(万元),1970,6067,3807,5767,5523,5138,5006,5428,4263,
净利润(万元),1690,4928,2785,4254,4060,3701,3683,4055,3191,
净利润(扣除非经常性损益后)(万元),1632,4737,2805,4212,3972,3681,3611,4073,3188,
经营活动产生的现金流量净额(万元),8156,-11711,-6785,4590,3351,2572,-1844,1298,861,
现金及现金等价物净增加额(万元),8153,976,-2417,10845,1074,814,-2243,1462,-631,
总资产(万元),181873,160197,89078,78751,53899,52009,48829,46482,37786,
流动资产(万元),135154,113262,76724,70612,46357,43848,40289,37464,31634,
总负债(万元),94262,73642,35404,27193,24193,24996,24468,24469,21812,
流动负债(万元),84026,73186,34998,26782,23796,24591,24054,24036,21374,
股东权益不含少数股东权益(万元),87940,86588,53693,51557,29706,27013,24361,22014,15943,
净资产收益率加权(%),1.94,6.85,5.31,13.11,14.6,14.67,16.18,22.83,22.28,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
