报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),1.55,1.45,1.44,0.93,0.93,0.64,0.32,
每股净资产(元),--,6.13,5.32,4.17,2.64,2.21,1.63,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,1.54,0.25,
主营业务收入(万元),188846,163420,127139,97708,77820,61590,54830,
主营业务利润(万元),72020,65596,51083,41942,36782,28640,25098,
营业利润(万元),24036,20131,19846,10813,9052,5567,2219,
投资收益(万元),3715,-145,985,477,257,238,165,
营业外收支净额(万元),326,96,1827,2268,1191,909,1035,
利润总额(万元),24362,20227,21674,13081,10243,6476,3254,
净利润(万元),25126,20670,20485,12639,10275,6409,3221,
净利润(扣除非经常性损益后)(万元),19440,18641,16319,11703,10121,5500,2185,
经营活动产生的现金流量净额(万元),31321,23329,13574,11376,11072,15431,2522,
现金及现金等价物净增加额(万元),5252,7283,9928,14637,12990,18314,-6,
总资产(万元),270235,171081,144347,117557,78774,60669,44020,
流动资产(万元),250669,150671,131081,108194,75684,54067,36457,
总负债(万元),100154,82274,67465,57399,45261,38537,27688,
流动负债(万元),98526,80414,65311,51754,44032,37738,26921,
股东权益不含少数股东权益(万元),170413,87477,75799,59537,33097,22132,16332,
净资产收益率加权(%),20.51,26.18,30.52,26.8,37.11,32.89,21.28,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
