报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),-0.36,0.04,0.19,0.35,0.35,0.38,0.32,0.39,0.61,0.22,0.13,0.12,0.32,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.43,2.98,2.84,2.78,5.6,2.8,2.78,2.72,2.69,3.67,1.9,1.73,1.71,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.48,1.29,1.35,0.4,1.47,1.42,0.93,0.73,0.38,0,0.75,0.98,0.97,--,
主营业务收入(万元),489429,495588,423784,363604,348397,355896,310750,291835,239847,187996,164926,135466,119393,97517,81618,70400,50537,45211,35234,31386,25636,23967,
主营业务利润(万元),65107,102255,114421,110012,101553,91429,81014,73251,68209,57172,48229,38056,36957,26262,24568,21270,17737,13924,11486,10763,9398,7861,
营业利润(万元),-39836,9250,24700,32708,32728,37705,29518,26330,53138,17494,9303,6548,7267,4498,5284,5027,5890,5222,4927,4465,4795,4002,
投资收益(万元),6156,731,-854,2415,-2156,-695,162,-409,32303,-84,245,179,147,-11,46,429,466,31,313,-5,0,0,
营业外收支净额(万元),-2705,-2177,-3044,5366,5328,3024,3939,3749,1579,2388,2466,2121,547,-686,-113,-56,-110,-118,-76,0,0,0,
利润总额(万元),-42541,7073,21656,38073,38057,40729,33457,30078,54717,19882,11769,8669,7814,3833,6010,6413,6274,5135,5164,4432,4740,3769,
净利润(万元),-41336,4954,17878,31262,31247,34722,27124,25662,39906,14544,8225,6611,8242,3417,6394,6023,6031,4667,4387,3768,4020,3204,
净利润(扣除非经常性损益后)(万元),-50515,2286,14842,26796,23019,27624,19436,19117,12813,12869,5957,4889,8549,3332,6454,5636,5705,4245,4462,0,0,--,
经营活动产生的现金流量净额(万元),121132,154843,29229,60697,64594,64646,63934,1336,-31221,84286,88575,26488,48246,36147,23539,18424,9667,0,8193,10710,0,--,
现金及现金等价物净增加额(万元),-51231,79465,-56907,78975,-9711,2858,-59032,54069,25044,13485,3989,-73399,58769,18999,6522,35125,-1673,-3055,2240,-30,0,--,
总资产(万元),2027293,2143723,1945416,1940865,1730151,1429508,1126978,909731,749024,772111,653288,657880,629786,490147,315244,259852,202271,153140,66394,55332,49119,45410,
流动资产(万元),364767,469338,357670,382383,285112,322978,372825,430569,318057,323103,187449,222853,227323,147725,108462,86541,44265,--,0,0,15229,13229,
总负债(万元),1355605,1485082,1283406,1452896,1257468,975611,681443,661683,512748,564651,455616,459663,406059,386704,242643,188341,131583,89465,44969,36375,30414,30175,
流动负债(万元),512267,590487,447086,407237,540387,553553,303405,242844,244492,311680,219739,260001,207215,215311,118198,99961,70153,--,0,0,27515,23175,
股东权益不含少数股东权益(万元),610657,650970,650443,475265,462117,440317,432437,235187,224719,195448,186159,182514,183532,70902,70454,69112,68114,62060,20602,18868,18705,15235,
净资产收益率加权(%),-6.56,0.76,3.61,6.69,6.95,8.01,7.13,11.35,18.92,7.6,4.52,3.6,10.51,4.82,9.16,8.78,8.44,8.17,21.5,18.28,21.49,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
