报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.06,-1.02,0.1,-0.28,-0.13,0.01,-0.13,0.04,0.04,-0.16,0.03,-0.12,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,0.51,0.47,0.6,0.53,0.5,0.33,0.3,0.55,0.54,0.72,1,1.11,1.01,0.99,1.38,2.34,2.45,2.73,1.94,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.11,-0.44,0.58,-0.06,0.09,0.11,0.01,0.31,0.01,-0.1,0.04,0.31,0.01,0.04,--,--,--,--,--,--,--,--,
主营业务收入(万元),55161,58091,45269,35186,24888,23601,13994,14445,12438,9337,10400,4212,6317,11703,10586,11967,9967,11931,11112,9705,8581,10213,12184,13110,13807,13227,15763,12626,10519,9398,
主营业务利润(万元),5111,3407,3189,-206,1855,3423,1758,2840,2371,760,719,521,214,891,839,1288,2021,2758,2693,2189,1413,1464,-1083,223,243,1922,2226,1917,1492,1066,
营业利润(万元),899,-15610,1532,-4329,-1917,246,-1146,324,15,-754,-22,-1170,-2869,-1791,-2118,79,-1554,-2371,189,113,-713,-3183,-1047,181,274,0,2349,1882,1511,1080,
投资收益(万元),--,-13039,2350,-168,-109,-416,--,--,--,-120,337,-338,64,0,0,41,-25,-71,-41,763,296,13,67,39,42,257,1,-2,2,-29,
营业外收支净额(万元),-8,-15,15,57,-69,29,-221,25,238,-691,320,--,--,2471,-75,-10,1,-88,-12,28,600,0,0,0,0,134,0,--,--,--,
利润总额(万元),891,-15626,1547,-4272,-1986,275,-1367,349,253,-1445,298,-1166,1200,680,-2193,120,-1579,-2531,136,904,583,-3201,-3694,190,503,2307,2295,1832,1253,828,
净利润(万元),891,-15640,1558,-4270,-1981,221,-1367,375,350,-1399,249,-1079,1298,680,-2193,120,-1579,-2531,136,904,583,-3201,-3694,165,423,1963,1576,1557,840,538,
净利润(扣除非经常性损益后)(万元),-91,-5392,-527,-4601,-2268,631,-1240,347,113,-557,-354,-680,-3000,-1791,-2303,-976,-1689,-2442,136,-322,-1278,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),2512,2480,-1326,-5331,-2658,-4398,-5818,-343,1020,-3879,5173,-497,774,943,124,2765,79,-885,369,2733,145,349,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),2285,1321,-1349,-3172,-7624,6052,7129,-329,-1003,-129,1219,-2302,1678,-151,-564,1518,-314,-1376,858,802,-282,-328,--,--,--,--,--,--,--,--,
总资产(万元),75406,75910,84704,72632,89258,89336,83757,30514,27376,29513,21624,14371,14823,11301,11273,14203,15321,17187,19807,19855,19235,20130,22948,26963,25598,24862,17051,17286,13583,8253,
流动资产(万元),45251,43052,25397,36305,52105,55084,61300,11275,10314,13195,10697,8157,10818,6098,6706,9143,9630,10922,--,--,0,11408,14200,18138,17365,17396,11476,11277,7652,5072,
总负债(万元),6313,7709,16419,5673,18208,18034,13320,25414,22513,25062,16178,9596,10312,8130,8583,9320,10558,10844,10927,10008,10291,11381,10678,11000,10419,7940,8056,7089,5335,3742,
流动负债(万元),5823,7161,16130,5364,15278,13932,12911,24973,22039,24555,15663,9596,10312,8130,8583,9320,10558,10844,--,--,0,12058,11367,11157,10291,7240,8056,6889,4935,3456,
股东权益不含少数股东权益(万元),69093,68202,68285,66859,70949,71199,70438,5019,4521,4171,5338,4742,4391,2953,2690,4883,4763,6342,8880,9848,8944,8748,12270,15964,15179,16922,8995,10197,8604,4511,
净资产收益率加权(%),1.3,-22.92,2.3,-6.21,-2.79,0.31,-6.5,7.86,8.06,-29.28,4.94,-23.62,35.12,26.01,-57.91,2.48,-28.44,-33.31,1.55,9.62,0,-30.93,0,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
