报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.74,1.57,2.31,2.17,1.46,0.8,--,--,
每股净资产(元),--,--,--,6.41,4.27,2.91,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,2.19,1.44,0.91,--,--,
主营业务收入(万元),44145,36485,30289,23122,16938,11820,7683,4871,
主营业务利润(万元),34475,28394,24182,18506,13680,9529,6147,3807,
营业利润(万元),18181,16542,14721,10590,7244,4063,2403,1348,
投资收益(万元),648,945,170,67,105,44,38,68,
营业外收支净额(万元),-67,-7,-3,711,455,168,195,239,
利润总额(万元),18114,16535,14718,11301,7698,4230,2597,1587,
净利润(万元),15702,14169,12681,9777,6578,3600,2258,1362,
净利润(扣除非经常性损益后)(万元),14248,12054,11709,9421,6102,3421,2092,1159,
经营活动产生的现金流量净额(万元),17484,16132,10600,9842,6467,4081,2633,685,
现金及现金等价物净增加额(万元),-16268,-10315,49184,4069,2147,1641,-359,1573,
总资产(万元),124649,110283,93516,34053,23080,16177,12792,8134,
流动资产(万元),90278,82808,76100,21180,14055,9501,7183,6196,
总负债(万元),7784,7868,3931,5188,3847,3072,3288,887,
流动负债(万元),7044,7127,3190,3049,2867,1952,2028,887,
股东权益不含少数股东权益(万元),116865,102415,89586,28865,19233,13105,9504,7247,
净资产收益率加权(%),14.32,14.8,18.79,41.04,40.68,31.85,26.96,21.56,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
