报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.71,0.69,0.84,1,0.94,0.82,0.62,0.52,0.45,0.41,0.37,0.31,0.32,
每股净资产(元),--,--,--,--,--,--,--,--,4.3,3.91,1.93,1.46,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.62,0.45,0.67,--,0,
主营业务收入(万元),1026086,957558,1036010,1110452,1008543,903876,803305,693036,585657,476258,405232,354985,319627,
主营业务利润(万元),404965,365646,397752,450171,410338,363846,309345,260211,225013,187326,161274,142757,127595,
营业利润(万元),145360,141935,167251,183862,164831,139559,102925,85774,75984,54656,46094,33805,33715,
投资收益(万元),10193,7082,6075,3272,707,1437,2471,2496,1099,48,52,116,198,
营业外收支净额(万元),-1549,-1353,-2320,9448,15749,15385,11262,6322,4636,5469,2680,3472,5331,
利润总额(万元),143812,140582,164931,193310,180580,154944,114187,92096,80619,60125,48774,37276,39047,
净利润(万元),127569,123788,151319,180471,169509,146876,111065,94046,80224,59372,47959,36937,38834,
净利润(扣除非经常性损益后)(万元),122552,109891,140789,178664,167301,140025,102410,88011,77057,57560,0,--,0,
经营活动产生的现金流量净额(万元),308604,126859,197054,216469,194354,153473,127926,109600,111164,80479,93577,--,0,
现金及现金等价物净增加额(万元),169344,-48470,40547,89262,87764,151507,74760,79931,57571,413452,77536,--,--,
总资产(万元),2180586,2026005,1967380,1861875,1672289,1514025,1301261,1184916,1089322,972973,560679,502610,0,
流动资产(万元),1844383,1747572,1692315,1623120,1429430,1293004,1079463,977485,877609,765072,348673,285403,--,
总负债(万元),735400,608581,574234,531857,471127,421775,353266,321467,295618,264539,290745,327172,--,
流动负债(万元),704184,590744,560407,518924,457482,409889,343282,315582,291123,263319,289746,327088,--,
股东权益不含少数股东权益(万元),1366954,1347570,1331152,1273185,1144798,1033473,922710,845507,773112,703072,267438,173951,0,
净资产收益率加权(%),9.47,9.3,11.69,14.98,15.64,15.06,12.6,11.65,10.89,17.46,22.11,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
