报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.57,0.8,1.15,0.8,0.73,0.62,0.78,0.6,0.41,--,--,
每股净资产(元),--,--,--,--,--,3.18,2.8,2.02,1.42,1.04,0.88,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.52,0.65,0.46,0.21,0.17,0.1,
主营业务收入(万元),63935,50074,38558,31209,26711,23951,19361,14752,10318,5933,3741,
主营业务利润(万元),61323,46950,36888,29929,25289,22847,18321,13752,9490,5332,3280,
营业利润(万元),34337,27136,21622,15597,13412,11241,8169,6036,4117,1864,978,
投资收益(万元),199,780,761,343,154,125,--,--,--,29,124,
营业外收支净额(万元),234,163,275,-413,449,647,142,304,276,205,3,
利润总额(万元),34572,27298,21897,15183,13862,11888,8311,6340,4393,2069,981,
净利润(万元),29830,23288,18610,12920,11782,9955,7056,5377,3726,1841,1051,
净利润(扣除非经常性损益后)(万元),29424,22486,17660,12979,11269,9300,6936,5118,3492,1666,1049,
经营活动产生的现金流量净额(万元),23293,20645,15913,12277,11482,8370,5830,4117,1915,1454,1263,
现金及现金等价物净增加额(万元),-31022,27423,-4966,-3633,-367,17214,3928,2205,1457,-1606,1060,
总资产(万元),142821,105789,84831,69689,61149,53131,26395,19111,14719,11052,12138,
流动资产(万元),105000,78166,65650,53921,48428,44692,19508,13485,9499,5795,7547,
总负债(万元),7625,6247,4705,4132,2857,1775,1204,973,1958,2008,949,
流动负债(万元),6003,5762,4220,3646,2463,1620,1204,796,1692,1654,507,
股东权益不含少数股东权益(万元),127100,96952,80126,65558,58291,51355,25191,18136,12758,9042,11186,
净资产收益率加权(%),26.04,26.63,25.55,21.02,21.98,21.63,32.57,34.81,34.17,15.2,9.66,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
