报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.07,0.02,-0.15,0.22,-0.81,0.44,0.41,0.48,-0.4,-0.4,0.03,-0.48,0.06,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.27,1.67,2.07,2.06,3.27,3.3,3.31,3.23,3.99,3.68,1.81,1.49,1.23,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.98,0.24,0.64,0.07,0.76,0.46,0.58,0.12,0.13,0.56,0,0,0,
主营业务收入(万元),567272,264243,51410,25424,47833,69275,68698,56333,63078,50662,40433,63668,64372,54200,45582,46901,33754,27724,24979,21616,18742,
主营业务利润(万元),13999,11318,5572,4690,2405,17938,26244,18333,4229,3415,2981,1016,11476,8144,7237,7160,6567,5619,5189,4710,3899,
营业利润(万元),14417,2200,-8098,16951,-34187,15251,20663,14985,-6248,-5449,-4619,-9390,338,779,1516,2391,2799,2594,2400,2026,1352,
投资收益(万元),13735,9526,4973,26924,4093,7139,3738,4325,655,-2,--,--,-478,0,0,0,0,--,0,0,0,
营业外收支净额(万元),-9167,556,-0,-58,72,4917,23,63,-726,-940,5004,832,--,-12,2,-20,-19,-12,0,0,0,
利润总额(万元),5251,2756,-8098,16893,-34115,20168,20685,15047,-6974,-6389,385,-8559,1295,767,1518,2371,2780,2582,2397,2024,1352,
净利润(万元),3634,1118,-7897,11463,-35453,17596,16371,12235,-6009,-6023,436,-7344,724,487,946,1845,1809,1708,1564,1313,906,
净利润(扣除非经常性损益后)(万元),2753,-2277,-8190,-8421,-35513,13035,16356,12188,-5211,-6032,-4549,-8462,461,495,945,1858,1821,1720,0,0,0,
经营活动产生的现金流量净额(万元),58085,-74373,1586,10285,-9881,20124,-4843,2101,14868,3591,9701,1096,8857,5354,6782,1382,1136,5039,577,0,0,
现金及现金等价物净增加额(万元),57907,-75184,-31702,40104,52066,14260,6210,-14836,-1172,-4106,-1345,-26249,10689,-2922,6482,3475,-14536,26938,2107,0,0,
总资产(万元),318060,291927,302583,271519,260718,221417,194499,165702,76712,90614,89534,98199,122633,107046,94138,71323,60271,49048,22433,17143,15373,
流动资产(万元),246554,107788,111327,127971,114385,40762,41287,26947,37115,44119,40697,44879,67780,51288,49139,40869,31197,38068,0,0,0,
总负债(万元),131626,108092,119830,80818,81396,100786,88490,75746,58660,65542,58227,67111,83266,66914,53811,32171,22961,15962,13403,9680,9223,
流动负债(万元),104578,100811,92298,61383,66789,79166,79490,59746,58660,65063,57867,63031,77638,59106,49483,22371,13161,6162,0,0,0,
股东权益不含少数股东权益(万元),186434,183834,182753,190700,179322,120631,106009,89955,19363,25398,31499,31299,38234,38665,38728,37781,35926,33086,9031,7463,6150,
净资产收益率加权(%),1.96,0.61,-4.23,6.2,-26.59,15.57,16.68,14.57,-26.83,-20.79,1.38,-21,1.91,1.25,2.47,5.01,5.32,12.38,18.96,19.29,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
