报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.03,0.01,0.06,0.04,0.01,-0.03,0.01,0.02,0.01,0.13,-0.03,0.1,-0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.13,1.11,0.99,1.03,1.04,1.1,2.19,2.22,2.38,2.31,2.49,2.35,2.15,3.03,2.38,3.36,3.77,4.48,3.67,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.07,0.09,0.1,0.12,0.21,0.12,0.13,0.08,0.16,0.11,0.1,0.33,0.28,0.27,--,--,--,--,--,--,--,
主营业务收入(万元),28826,22281,24268,36349,24850,40020,48623,59977,65563,65583,49022,66162,80602,73126,69807,100368,124568,98388,66400,59377,54248,47019,35027,26724,20955,19818,14808,6436,3111,
主营业务利润(万元),10664,6615,8342,22231,6440,8803,13771,9609,8452,13417,5296,19396,22667,20809,14625,24383,36806,33098,21414,21709,22758,21038,14097,7787,4191,3643,2907,0,0,
营业利润(万元),6593,3126,14028,9486,-2132,-6822,1826,-942,-3663,22313,-18479,40322,-16378,-45140,-4960,7933,23077,21039,11111,14493,19328,18272,14652,7787,4191,0,2907,501,402,
投资收益(万元),334,-239,9475,956,4489,824,84,4107,3539,27682,2803,92238,6201,-791,349,5178,403,1212,7323,4073,430,1114,680,730,1110,1114,98,0,0,
营业外收支净额(万元),-60,-140,-514,-2509,3435,929,586,4195,5300,4486,12512,-13281,--,-28455,257,136,9,104,72,217,35,0,0,0,0,276,--,--,--,
利润总额(万元),6532,2986,13514,6978,1303,-5893,2412,3253,1637,26799,-5967,27041,-16034,-74371,647,13247,24003,23238,18505,18784,19793,19310,15537,8217,5866,5034,3007,903,401,
净利润(万元),5667,2189,11636,6821,1977,-5453,2582,3546,989,24240,-5926,19204,-16109,-70093,135,9621,17619,17456,16862,18105,18557,18023,14167,7640,5514,4852,2974,860,394,
净利润(扣除非经常性损益后)(万元),5517,1716,1148,9697,-5247,-6557,2067,-4540,-7565,-4033,-21240,-59932,-18479,-68032,-9323,3836,17379,13419,9510,17888,18557,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),17756,8064,8865,19558,8220,13251,12265,9900,13490,16690,19166,22004,39586,22901,16215,10420,18171,11873,10503,22649,19783,11934,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),14080,-2584,7841,10727,1572,-3905,4116,-1043,-4922,4020,-175,-8576,6982,-29645,14625,-27359,13635,-62357,44378,3254,-8180,54588,--,--,--,--,--,--,--,
总资产(万元),239749,234898,239989,250057,260484,272040,288492,300113,364063,392896,490592,569355,809580,812485,906299,816490,595236,444639,378741,243989,190561,157725,81231,65034,51599,38186,27879,19828,5703,
流动资产(万元),33760,20493,26645,21405,24009,23475,12232,12450,17592,22417,21526,22090,84146,131609,206198,181698,141613,0,0,0,0,94044,25779,26242,13325,8267,5726,5748,1993,
总负债(万元),3474,3928,7890,25448,43543,56369,60651,74713,142072,172450,281440,352048,587998,579875,600151,503890,295677,168343,117196,72616,40340,25775,14500,13129,18835,9363,10163,0,0,
流动负债(万元),3258,3737,7680,10618,18248,17938,15791,20353,57407,53656,102920,215336,244426,216253,249190,229639,156617,0,0,0,0,18455,12790,12713,18744,7432,7788,2162,3159,
股东权益不含少数股东权益(万元),233780,228765,230372,223003,214997,212897,219710,217186,213679,210615,188456,194675,197442,208179,278511,282369,275346,257756,251933,163383,149488,131289,66071,51905,32764,28823,17709,13771,2065,
净资产收益率加权(%),2.45,0.95,5.15,3.15,0.92,-2.56,1.18,1.65,0.47,12.15,-3.09,9.66,-7.96,-28.8,0.05,3.46,6.51,6.7,7.28,11.08,0,19.06,--,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
