报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.16,0.13,0.02,--,0.16,0.19,0.16,0.11,0.07,0.06,0.15,0.93,0.27,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.35,3.34,3.35,3.32,2.57,2.37,2.24,2.14,1.99,1.86,1.66,1.08,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,3.28,3.22,2.8,2.83,1.54,1.72,1.53,1.23,1.26,0.66,0,0,0,
主营业务收入(万元),29051455,29087678,27482895,--,27704853,28857087,30372720,25626475,21551851,17616836,15836882,15276426,10046761,8048004,7610879,7073859,5979848,3947761,2902781,2255055,1493691,
主营业务利润(万元),7514523,7590167,6657020,--,6845949,8391273,8338077,6981779,5475286,4756280,4822801,5240990,3662076,3489753,3443882,3397480,3021566,1726316,1265815,1024662,536212,
营业利润(万元),1344316,1192135,151321,--,571121,1589340,1291742,799612,465438,391363,1135553,541278,1034828,870645,666252,611822,702479,623800,586093,537947,108143,
投资收益(万元),217450,247557,170016,--,-40533,36332,19795,41733,86624,48463,21216,0,0,-12101,-12101,-12101,-59573,2408,1331,4996,1651,
营业外收支净额(万元),59203,15401,86466,--,815551,-5691,75924,154794,100966,73287,82545,206946,280719,-14089,-1398,10771,-60650,-7012,0,0,0,
利润总额(万元),1403519,1207536,237787,--,1386673,1583650,1367666,954406,566404,464650,1218098,748225,1315547,844455,652754,610491,582256,619196,512971,532652,92578,
净利润(万元),498208,408077,42584,--,347159,398174,344285,236811,141225,122761,313702,1974141,563288,364461,284222,247115,232703,194785,167052,155275,3979,
净利润(扣除非经常性损益后)(万元),519818,502728,99259,--,143583,399850,325423,197724,115673,104814,258271,136939,429403,369687,278098,234314,277906,197541,0,0,0,
经营活动产生的现金流量净额(万元),9620824,9482973,9133537,--,8923327,9242918,8336946,7473841,6945286,6820996,5930882,6007510,3262986,3639696,3249693,2601369,2487497,1293801,1118184,1006153,684727,
现金及现金等价物净增加额(万元),488688,-281292,923472,--,-353924,380926,324686,315302,-748482,1468583,-241521,-274262,-556610,668954,83666,-452222,-527797,-395083,-2629968,3871432,166561,
总资产(万元),56423062,54176228,57361734,61590735,61531938,54712457,53136445,51835729,45852384,44346625,41923230,34703747,14450923,14251293,13835423,14482353,15005456,14994910,12795316,11288423,4511822,
流动资产(万元),8360385,7592455,7677147,8223389,5975774,5662065,5233277,4824009,3887248,4229285,3072275,3616020,1683615,2044775,1542583,1738263,2227157,3212954,4951451,0,1052488,
总负债(万元),24073470,22482199,26659897,38540038,38127301,31679665,30973835,30612298,24991315,23528581,21038682,13804089,5157177,6252629,6330161,7316905,8128871,8502189,6567439,5468713,3403177,
流动负债(万元),20681271,21379401,24161420,34156932,33819849,29116400,29469302,30181175,21348992,19789355,19961240,12503837,4941850,5050823,5116912,4654033,4497277,4722127,2922129,0,2170406,
股东权益不含少数股东权益(万元),14332730,14014436,13539333,7750261,7868218,7733652,7485894,7229728,7102380,7083604,7098389,7031758,5442409,5029859,4758587,4543547,3922524,3672116,2425955,2264454,432051,
净资产收益率加权(%),3.45,2.86,0.49,--,4.41,5.2,4.68,3.31,1.99,1.7,4.5,21.2,11.4,7.46,6.07,5.9,6.1,7,7.3,11.1,1.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
