报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.04,-1.32,0.1,0.06,0.02,-0.25,0.03,-0.51,0.05,-0.35,0.17,-0.57,1.25,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,2.09,--,--,1.2,1.19,1.54,2.14,6.46,3.88,2.38,1.98,5.75,5.25,5.09,2.71,2.26,1.97,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.22,-0.76,0.07,0.6,-0.51,1.38,0.94,0.76,1.09,-0.39,0.4,-0.53,0,--,
主营业务收入(万元),254526,269001,462284,407636,436876,375912,351126,444002,438470,414814,398677,396439,555957,504718,272605,166717,100105,52169,37246,34733,28250,26015,
主营业务利润(万元),22967,-3522,101034,52406,49944,48535,60086,51357,68780,80818,86017,71569,208593,196434,76264,45198,18992,10551,8277,9040,7437,7651,
营业利润(万元),8186,-109582,58215,22605,-1832,-28807,2208,-47066,10149,-20378,32298,-45535,126387,140626,37320,19680,6153,3769,3205,5607,5863,6218,
投资收益(万元),14591,-56270,21131,34831,29360,5287,19802,4967,72341,-1040,1735,1093,240,-77,-241,104,132,-10,0,0,657,2,
营业外收支净额(万元),221,-157654,-8340,-6465,6428,-1651,6522,-96,1955,-1269,-1208,-13725,--,-1006,-389,-871,816,964,84,0,0,-22,
利润总额(万元),8408,-267237,49876,16140,4596,-30458,8730,-47162,12104,-21646,31090,-59260,125362,139662,36689,18919,7118,4723,3291,5541,6517,6199,
净利润(万元),8450,-267201,20619,12845,3947,-33812,2645,-52795,5253,-35819,17514,-58930,55342,63741,18485,9674,4643,3964,2224,3657,4313,4069,
净利润(扣除非经常性损益后)(万元),4352,-37942,21329,10000,-3890,-22043,-9527,-53012,-59726,-34219,18562,-47756,51947,64007,18753,9941,3934,3153,2115,0,0,--,
经营活动产生的现金流量净额(万元),6202,2930,-27331,112407,101546,-63251,23108,141429,23152,-77933,7505,61818,-26337,57613,39070,31737,14129,-5127,5235,-4224,0,--,
现金及现金等价物净增加额(万元),-461,-22682,-134568,97093,23371,11588,-88393,-4718,-15448,29419,9336,-14484,22298,66514,36955,3673,-16718,-18355,47729,582,0,--,
总资产(万元),465066,480434,952357,1027818,1023618,1018111,787668,789428,929233,1031782,867103,734639,794894,576128,403981,279246,225567,144162,114545,52145,44512,39481,
流动资产(万元),89833,109594,335479,411288,415835,420012,288330,358088,517080,646591,533152,370749,460387,304594,188151,123463,90680,--,0,0,0,26935,
总负债(万元),235510,254271,372469,483931,493171,523010,638752,644573,730731,827051,639245,428897,337483,352423,275683,173860,132327,75476,48367,30412,26436,23343,
流动负债(万元),233542,252012,347166,474989,462895,473022,588014,601304,657749,616417,532294,357797,267015,311480,274746,171173,128021,--,0,0,0,21843,
股东权益不含少数股东权益(万元),229637,221781,493133,472426,459849,424411,76399,74807,124350,123068,158601,220525,333137,161206,98878,82240,74787,68196,66157,21712,18055,15753,
净资产收益率加权(%),3.74,-74.86,4.27,2.76,0.86,-18.12,3.49,-52.71,4.23,-25.46,7.37,-21.21,26.37,49,20.37,12.44,6.42,5.82,8.9,17.68,23.69,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
