报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.04,0.03,0.23,-0.14,0.03,-0.18,-1.03,0.2,-1.21,-0.91,0.05,-1.26,-0.56,0.33,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,1.04,1.97,1.9,3.14,3.95,3.44,3.14,3.18,3.02,2.85,2.83,2.83,0.18,1.56,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.28,0.94,-0.06,0.66,0.87,0.86,0.79,0.8,0.34,0.47,0.26,0.19,0.5,-0.65,--,--,--,
主营业务收入(万元),72842,66853,27544,21416,7174,6394,64291,67802,80653,115413,109180,141894,177231,182222,125479,90562,83449,66913,50217,44967,46261,28324,28677,38380,38227,35543,
主营业务利润(万元),1464,1532,745,1082,824,809,965,-6536,-9604,-4128,-7349,-9400,10264,26560,18991,17001,22702,15523,10447,8166,10378,4186,3961,6292,2196,5140,
营业利润(万元),958,650,4489,-6805,-2994,-24930,-42003,-32318,-34258,-22933,-36192,-34255,-16069,7731,6057,5823,10505,6556,3880,2398,4667,2307,1055,2281,2286,5342,
投资收益(万元),--,--,6542,--,--,-67,-10871,404,127,54,151,100,85,445,237,127,168,-392,3,368,1,10,11,20,47,18,
营业外收支净额(万元),-50,--,-1,-15,1038,18815,10216,32550,907,303,33964,2088,410,--,-69,-26,-16,-152,-34,-62,88,0,-6,-97,--,--,
利润总额(万元),907,650,4488,-6820,-1956,-6115,-31786,233,-33351,-22631,-2228,-32167,-15659,7790,6225,5924,10657,6032,3849,2704,4755,2384,1511,2289,2326,5343,
净利润(万元),907,650,5412,-3248,601,-4184,-24181,4771,-28482,-21416,1171,-29729,-13137,6898,5320,5711,8776,5005,3267,2294,4021,2029,1209,1602,1574,3586,
净利润(扣除非经常性损益后)(万元),542,650,-1119,-3233,-3940,-11930,-22512,-25751,-29545,-21687,-32429,-31355,-13181,6694,5232,5735,8749,5137,3301,2355,3933,0,--,--,--,--,
经营活动产生的现金流量净额(万元),17828,-3713,-11767,5548,-7424,-8544,-12662,-2303,-7018,6640,22084,-1502,15485,20560,15973,14537,14880,6352,8633,4781,3526,4855,-7266,--,--,--,
现金及现金等价物净增加额(万元),17824,-3713,-11634,14453,-22021,36536,-5782,-845,-43415,24959,-1831,-13054,33807,3388,3912,-180,-2822,-2338,-9643,648,10733,5563,-163,--,--,--,
总资产(万元),37251,40115,39515,75541,96644,90641,141516,217991,237917,271417,247408,252568,258842,220498,157464,124430,95080,86131,77253,75908,67480,51727,53475,41655,41529,30432,
流动资产(万元),36787,39614,39013,39878,55930,47007,16280,42599,53720,79813,53377,55291,83044,44612,29169,20563,18644,30878,0,0,0,0,26570,18242,24975,20533,
总负债(万元),4048,7820,9200,57213,73532,67315,163099,219892,208929,209055,160843,165191,165498,119893,93738,66280,36210,30097,24368,23350,15130,34222,37112,28269,27318,17050,
流动负债(万元),2943,6265,5795,51649,66551,58732,54846,90649,72585,79786,91284,121110,117152,110406,77101,53014,25437,26216,0,0,0,0,16834,24150,18330,10572,
股东权益不含少数股东权益(万元),33203,32295,30314,24175,26385,25039,-20654,2463,-4062,24451,46431,44707,73945,92987,63726,58150,58869,55911,52747,52417,52229,17505,16363,13386,14211,13383,
净资产收益率加权(%),2.77,2.12,19.87,-12.85,2.33,--,--,--,0,-60.44,2.57,-50.32,-15.92,8.58,8.92,9.79,15.05,8.84,6,4.33,11.61,0,10.5,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
