报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.12,0.11,0.03,0.12,0.07,0.16,0.28,-0.12,0.33,0.03,0.82,0.01,0.11,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.25,1.92,3.76,2.95,2.94,1,0.93,0.22,0.29,-0.03,2.3,3.08,2.88,3.5,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.57,0.29,1.96,-1.64,-2.69,0.06,0.05,-0.12,0.13,-0.08,-0.44,-0.15,0.35,-0.71,--,--,--,
主营业务收入(万元),91273,88236,62580,111056,66892,121745,67666,28530,33672,82447,174820,13721,32594,46474,27800,598,1569,8115,20345,26546,28686,32322,30346,27304,22353,
主营业务利润(万元),25384,20392,10194,20994,13393,15273,8574,2744,7738,30154,51868,3817,8301,8989,4517,-378,-1133,-1488,5629,8036,10123,11443,8197,7932,6344,
营业利润(万元),11914,11918,2860,14734,8147,17410,2262,-13017,36955,24187,44762,333,5656,4468,2099,-5746,-1939,-68541,-4968,2112,6450,7485,8217,7962,6390,
投资收益(万元),--,--,--,--,1485,1583,504,135,36224,-15,--,--,0,-736,299,--,0,-289,-7,0,0,0,--,0,1,
营业外收支净额(万元),953,363,299,-623,-11,116,29047,70,8,-19963,529,-41,--,4,-70,-3567,-343,-212,-16,849,299,0,-45,-32,-13,
利润总额(万元),12867,12281,3159,14111,8136,17526,31309,-12947,36964,4224,45291,293,5673,3735,2328,-9313,18,-69041,-2891,5262,7400,8115,8173,7930,6379,
净利润(万元),10116,9109,2109,10104,5963,13118,22925,-9743,27693,2871,33888,236,3535,2260,1134,-8988,2115,-68120,-3844,4372,6290,6873,6947,6741,5422,
净利润(扣除非经常性损益后)(万元),9334,4818,1889,10571,4853,11846,788,-9896,518,17826,33491,220,3524,2258,782,-5421,-4656,-63067,-7641,3285,5402,--,--,--,--,
经营活动产生的现金流量净额(万元),52331,-18281,-34810,-22439,-7412,29403,104598,-38361,-47046,24438,81473,-67943,-111623,1843,1566,-3760,4117,-2273,-13439,-3222,7223,-11427,--,--,--,
现金及现金等价物净增加额(万元),31333,8239,18216,-26243,13727,-16284,33346,4858,13540,-11608,17411,-79776,74637,2858,10366,-3830,3797,-10265,9073,-1322,1280,377,--,--,--,
总资产(万元),446946,399903,336740,283331,292093,300351,334479,324688,288436,259661,300694,317588,307541,115033,121753,21528,51409,40394,113287,75713,65575,64532,27742,25658,20326,
流动资产(万元),412041,367290,301166,248307,254765,273876,314578,303961,270461,235091,283459,299722,296586,106969,112779,11838,34111,25867,0,0,0,44726,18633,17850,13103,
总负债(万元),207152,165420,109688,60065,76781,86867,134364,147477,101215,99940,143854,194687,184725,83907,92902,14751,41953,40661,42100,11580,5568,8560,14798,16309,12044,
流动负债(万元),204152,139220,98688,60065,76781,86867,104846,114459,101197,99922,143836,147469,81067,83889,92902,14751,40803,34661,0,0,0,6687,14425,15499,11401,
股东权益不含少数股东权益(万元),234799,228834,221385,222595,214847,213033,199916,176991,186735,159097,156226,122338,122184,30651,28391,6777,8891,-834,70286,64133,60007,55972,12944,9349,8282,
净资产收益率加权(%),4.36,4.05,0.95,4.63,2.79,6.35,12.16,-5.36,16.01,1.82,24.33,0.19,4.55,7.66,12.53,-101.08,25.38,--,-5.58,7.04,0,16.02,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
