报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),-0.42,0.02,-0.69,0.1,0.13,0.54,0.6,0.76,1.45,1.1,1.55,1.13,1.03,0.49,
每股净资产(元),--,--,--,--,--,11.1,10.71,10.46,20.04,19.17,4.6,3.45,2.59,1.77,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.23,-0.12,0.31,-0.69,-0.76,1.62,0.7,1.19,0.68,
主营业务收入(万元),10006,16448,13801,22522,22409,25431,29131,29256,30406,23608,22073,19968,11844,6679,
主营业务利润(万元),2601,9713,6619,9104,10817,12017,15125,15502,13570,11201,11066,8242,5699,2726,
营业利润(万元),-12743,-312,-16256,2741,3709,6980,7277,9216,9282,6480,7486,5450,3632,1364,
投资收益(万元),10,17,24,28,46,--,--,--,--,--,0,0,126,-14,
营业外收支净额(万元),-227,3,-39,-26,-129,29,283,401,302,565,259,154,240,-25,
利润总额(万元),-12970,-309,-16294,2715,3581,7010,7561,9617,9584,7045,7745,5603,3872,1339,
净利润(万元),-11463,432,-19006,2799,3498,5969,6541,8315,7931,6010,6379,4501,3418,1225,
净利润(扣除非经常性损益后)(万元),-11419,301,-12241,2900,3732,5950,6307,7985,7745,5534,6164,4434,3033,1257,
经营活动产生的现金流量净额(万元),-1350,4161,5890,2370,1197,-2530,-1300,3440,-3762,-4164,6654,2866,4454,1710,
现金及现金等价物净增加额(万元),-4616,-24834,19334,-3400,-7762,-12405,-14852,-15311,-17882,74542,4545,1690,3404,1553,
总资产(万元),123900,145833,150179,145199,143435,134001,128744,123252,120804,115992,28558,23405,19039,6903,
流动资产(万元),41024,50489,70631,68101,64325,75941,87135,101976,108575,109199,21632,16482,15040,6375,
总负债(万元),23107,31640,38715,11574,13535,10505,8938,6255,8701,10761,9227,8992,9224,2475,
流动负债(万元),20386,27397,14043,9762,11832,10505,8938,6255,8532,10238,8727,8842,9074,2279,
股东权益不含少数股东权益(万元),102732,113928,111171,131331,126803,121672,117406,114605,109829,105045,18912,14177,9721,4428,
净资产收益率加权(%),-10.58,0.38,-15.68,2.17,2.82,4.99,5.64,7.41,7.38,21.02,39.88,37.99,46,32.11,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
