报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.95,1.2,1.05,0.42,1.18,0.96,-0.49,0.67,-0.41,0.46,0.24,0.86,0.12,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,7.77,8.35,4.27,4.29,3.65,3.6,4.11,2.94,2.51,2.14,1.84,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,4.65,8.57,4,4.12,1.63,1.05,1.26,1.49,1.36,0.31,--,
主营业务收入(万元),217438,238867,241941,191811,269994,214712,101742,177149,97687,144566,81661,72275,30724,31086,35373,34744,25048,18822,18439,
主营业务利润(万元),108758,117356,121651,91666,149144,114493,46911,94903,48096,73030,35600,48001,15822,8092,13030,15072,8801,5102,5692,
营业利润(万元),53256,66553,62073,25085,65755,46553,-15692,26859,-12245,14461,3823,16926,1628,-3916,3655,5098,4978,3603,4446,
投资收益(万元),489,357,279,258,222,86,138,117,78,--,6861,900,450,1080,1648,648,576,1008,288,
营业外收支净额(万元),-226,-323,-195,1837,7040,7129,-277,-481,279,189,228,-168,130,-1843,-56,-170,-282,-149,-178,
利润总额(万元),53030,66230,61879,26922,72795,53682,-15968,26378,-11966,14651,4051,16759,1758,-4679,5247,5576,5272,4463,4556,
净利润(万元),29022,36779,32035,12961,35948,29423,-9910,13689,-8434,6517,3366,12046,1699,-3963,4715,5085,4411,3896,3808,
净利润(扣除非经常性损益后)(万元),28156,31370,31476,12203,32903,26386,-11515,12477,-10633,3329,-4708,12303,2391,-3985,4450,5252,4482,3968,3935,
经营活动产生的现金流量净额(万元),197471,181813,158354,197180,218396,125738,73447,146238,94634,120193,56093,57730,22807,14752,17606,13429,12243,--,--,
现金及现金等价物净增加额(万元),-16180,18877,-12250,2079,-27008,26037,6750,-3609,-85411,82296,-12816,32012,-1540,3023,-2237,22427,-7318,--,--,
总资产(万元),1549085,1670966,1713395,1748627,1822996,1860914,1716969,1593985,1550826,1594342,1480894,1222311,267300,265316,243155,289382,174821,143842,87517,
流动资产(万元),54351,113806,88163,70294,111120,119253,32205,27068,27629,128351,41307,50399,13872,18088,16059,36798,7830,17610,7375,
总负债(万元),1048072,1194260,1269713,1331514,1393387,1471340,1379058,1238366,1227077,1290378,1326309,1085568,212843,212938,182486,257263,151692,124413,70855,
流动负债(万元),291559,323226,226562,117199,169973,210075,214433,184504,226163,285933,552972,206729,56812,52180,29329,93735,8994,14503,22825,
股东权益不含少数股东权益(万元),283496,263277,235657,212784,214943,191114,161413,171865,158176,170003,59874,60116,51133,50448,57639,26569,22612,19330,16562,
净资产收益率加权(%),10.67,14.83,14.39,6.14,17.87,16.68,-6,8.3,-5.16,10.57,5.82,21.71,3.34,-7.33,8.98,20.68,20.72,22.41,28.14,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
