报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.58,0.7,0.53,0.82,-3.05,-1.94,0.09,-0.69,0.4,0.46,0.74,1.33,0.68,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.15,5.7,5.44,4.99,4.52,4,3.69,3.2,3.18,2.99,2.88,2.81,0.24,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.15,0.2,1.57,1.42,2.47,0.02,0.19,1.23,0.61,0.02,0.08,-0.1,0.03,--,--,
主营业务收入(万元),188694,233334,190372,125096,165484,172358,208565,331231,377920,352344,324838,473528,342608,265664,246503,170502,113736,80536,66250,59445,53149,55756,57510,
主营业务利润(万元),76062,87181,62565,29591,-79252,-21196,15686,49299,94370,95882,98728,177073,88424,56550,52902,47292,29238,16553,13716,10774,9661,13619,12274,
营业利润(万元),65985,82124,59852,-16825,-197900,-113722,-86313,-23416,44343,47342,56278,90553,39557,24054,27478,26780,10376,6318,6594,5847,6919,7458,6445,
投资收益(万元),--,--,--,--,53,--,--,--,21,0,1,2167,7,-81,-116,-1861,1166,292,-16,0,--,0,0,
营业外收支净额(万元),-54,-366,-152,60591,-5898,-1634,91780,1901,1222,-2424,-1371,-1746,-1654,-961,-1384,-2312,-1897,-481,-268,195,-51,0,0,
利润总额(万元),65931,81758,59700,43766,-203798,-115356,5467,-21516,45565,44918,54907,88807,37903,23012,25978,22607,9645,6129,6309,6042,6868,7277,6299,
净利润(万元),55741,67859,48940,38446,-156599,-99492,4548,-35203,20665,23487,37951,68416,26742,13264,18636,16360,7067,4921,5393,5368,5838,4875,4220,
净利润(扣除非经常性损益后)(万元),53811,67322,48153,37848,-150817,-98831,-88208,-38794,18708,24068,22651,94400,29076,13538,18839,17579,7372,3290,4146,5081,--,--,--,
经营活动产生的现金流量净额(万元),86262,69168,70572,54032,-6909,-156712,-31134,40047,7810,10102,80454,73008,97440,847,7379,48731,24148,730,3230,-4088,-2918,--,--,
现金及现金等价物净增加额(万元),27914,-23975,92201,-11460,-198459,181228,-23958,11300,-72586,11771,38187,24715,-22926,25039,-7327,4842,14065,-10111,742,25546,634,--,--,
总资产(万元),880284,797886,735269,622614,1250442,1543116,1170880,945436,761962,667169,521768,481526,381335,357383,300680,265180,223134,209618,184931,170790,103609,67607,63595,
流动资产(万元),361210,367325,315841,186376,171764,466933,228742,211941,265454,282766,244158,234179,153400,187779,141000,112537,140703,--,0,--,69995,39769,34005,
总负债(万元),438234,404939,409187,474012,1176846,1255963,816237,596859,359434,293454,167601,186981,174531,172649,147999,138331,96995,91275,71056,59869,61353,41316,37759,
流动负债(万元),263540,255913,324542,311158,587938,608429,518564,353112,255364,190554,163113,180033,161718,166845,138271,130130,93231,--,0,--,57994,38027,30738,
股东权益不含少数股东权益(万元),435148,384034,316081,137205,21588,183226,276255,271029,316021,293078,279487,256310,178579,158261,145916,126386,125733,118343,113875,110922,42256,26292,25836,
净资产收益率加权(%),13.56,19.39,18.89,15.32,-152.92,-43.31,1.66,-11.99,6.81,8.06,14.27,30.58,15.66,8.75,13.76,12.63,5.79,4.24,4.83,6.38,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
