报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),-1.39,-0.53,0.11,-0.21,0.04,0.03,0.03,0.18,0.35,0.55,0.94,1.9,2.02,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.96,3.71,6.36,7.69,11.78,3.83,2.1,1.95,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.24,0.29,-0.2,0.05,-0.44,1.21,0.81,0.76,
主营业务收入(万元),117922,187129,254491,215828,209870,217580,203168,250411,309876,358288,326188,317539,133709,100700,58903,39730,
主营业务利润(万元),12751,19523,41965,47985,36616,31724,43299,63058,89951,112859,97633,96407,43930,31573,17977,11410,
营业利润(万元),-176854,-31254,32784,-19537,-23827,-19689,-5044,20856,47102,74271,62451,60575,30057,22810,11426,7170,
投资收益(万元),-53506,7305,22649,278,92,2149,2093,63,113,4,37,6,5,4,-34,0,
营业外收支净额(万元),15160,-32576,-1898,-1539,32152,26873,9720,5148,4857,6247,4940,4085,--,--,0,0,
利润总额(万元),-161694,-63829,30886,-21075,8326,7184,4676,26004,51960,80518,67391,64660,31846,22824,11471,7174,
净利润(万元),-165402,-63498,12777,-25216,4721,3379,3104,21596,41799,65838,55372,51762,25703,18907,9003,5350,
净利润(扣除非经常性损益后)(万元),-138773,-59209,-39156,-24492,-25679,-23087,-2082,16969,37767,60900,51852,51426,23941,18800,8910,5341,
经营活动产生的现金流量净额(万元),-1376,-6736,-64244,89516,21180,13391,15198,25624,28213,34514,-11719,1384,-6040,12366,8269,5160,
现金及现金等价物净增加额(万元),15048,-25672,-3907,16582,-374,9489,-23504,7752,-18345,15563,4481,-52965,66547,9124,1131,1168,
总资产(万元),462734,778761,959920,664837,755512,749547,756150,725577,714394,653702,584108,537349,445144,96265,52152,40760,
流动资产(万元),247988,559688,559713,374166,446690,462519,453615,418686,419682,374984,308765,281785,261658,54545,27492,20754,
总负债(万元),294582,438498,464922,196916,256487,251974,258165,216899,214909,184580,181761,295161,258938,54419,29911,27388,
流动负债(万元),139818,169504,239758,151121,186647,181029,196196,201001,202969,156745,178192,292076,256073,49278,26926,26578,
股东权益不含少数股东权益(万元),155462,321096,474012,446207,475075,473245,471639,480413,470677,440783,377891,209242,160194,39034,21402,13249,
净资产收益率加权(%),-68.77,-17.96,2.78,-5.48,1,0.72,0.65,4.56,9.21,16.1,16.68,28.08,20.8,63.23,51.54,45.74,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
