报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.72,0.75,0.9,0.65,1.51,0.67,0.77,0.73,0.72,1.28,1.02,0.9,1.25,
每股净资产(元),--,--,--,--,--,--,--,--,4.55,8.27,2.58,1.96,2.19,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,2.14,3.15,3.34,2.12,2.92,
主营业务收入(万元),1939253,1913795,1853628,1727296,1739606,1699796,1603248,1437701,1303564,1017436,805727,686262,553208,
主营业务利润(万元),538777,506072,461256,407478,394888,379712,366993,326399,290679,229422,181555,163024,127710,
营业利润(万元),108972,116295,92309,67261,175948,75732,85211,81410,78494,62164,45356,38404,34546,
投资收益(万元),662,11042,8522,5887,118769,3761,3308,711,--,--,0,0,1898,
营业外收支净额(万元),1547,585,817,4268,-8845,1536,2439,2217,1912,1944,1705,--,--,
利润总额(万元),110520,116880,93126,71529,167103,77268,87650,83627,80405,64108,47061,39323,37716,
净利润(万元),85930,90438,71819,52411,120841,53842,61544,58766,57391,48500,35595,31361,30614,
净利润(扣除非经常性损益后)(万元),71667,79221,63500,44029,44763,50113,57035,56570,56292,46907,34221,30542,22948,
经营活动产生的现金流量净额(万元),145899,219456,112326,163216,124295,74813,49211,77010,171551,126205,116909,74089,73036,
现金及现金等价物净增加额(万元),40560,-7253,-47508,-24802,175240,-108256,-114145,-12572,91106,275627,12905,39154,39410,
总资产(万元),1663343,1625463,1540683,1475803,1388445,1149905,1049357,946556,880520,714972,393329,304358,251740,
流动资产(万元),958980,912579,863439,956740,871983,712416,664979,602274,662770,506053,239911,203355,150548,
总负债(万元),967820,968358,937995,915973,837073,693102,617470,549678,515982,383970,303012,235636,197019,
流动负债(万元),953687,956112,931216,908146,814683,687117,617372,548769,515888,383970,303012,235636,197019,
股东权益不含少数股东权益(万元),694958,656754,602303,559315,551140,456919,431884,396747,364387,331002,90317,68722,54721,
净资产收益率加权(%),12.87,14.5,12.47,9.5,24.08,12.18,14.93,15.53,16.7,21.4,41.7,50.37,66.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
