报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.26,0.22,0.2,0.39,0.32,0.28,0.34,0.14,0.65,0.77,0.6,0.49,0.41,0.27,--,
每股净资产(元),--,--,--,--,--,3.52,5.88,5.6,8.19,3.4,2.63,2.02,1.51,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.34,0.44,0.17,-0.28,0.37,0.22,-0.19,0.67,--,0.07,
主营业务收入(万元),133949,121645,117262,104835,101253,83173,49004,35345,30902,28385,23081,19134,15617,11628,9521,
主营业务利润(万元),50374,44657,41500,33428,28661,24138,14982,10115,11796,10636,8540,6883,5657,4695,3865,
营业利润(万元),16849,13563,13438,8927,6813,8597,3555,448,3991,4180,3048,2230,2187,1161,1006,
投资收益(万元),69,36,7,550,--,--,--,--,--,0,--,--,--,--,--,
营业外收支净额(万元),637,830,448,3363,3665,1275,2257,1466,1757,1332,1173,1207,606,807,23,
利润总额(万元),17486,14393,13886,12291,10478,9873,5812,1913,5748,5513,4220,3437,2793,1968,1392,
净利润(万元),15313,13011,11621,10321,8293,6959,4256,1798,5032,4873,3776,3115,2604,1724,1215,
净利润(扣除非经常性损益后)(万元),14416,11705,9557,9505,8222,6801,3797,1250,4625,4438,3450,2837,2134,--,--,
经营活动产生的现金流量净额(万元),18050,557,-1799,7231,9614,8778,5581,2113,-2348,2313,1412,-1167,4235,3992,72,
现金及现金等价物净增加额(万元),9864,-6373,3782,39252,4664,-5077,-3477,-3489,33339,4566,756,-1831,3903,2604,635,
总资产(万元),315814,306229,295033,232583,165084,136640,111001,90932,77160,34181,24671,19430,18165,14075,13486,
流动资产(万元),210491,204628,197196,156407,104341,91700,93327,76859,68157,28229,22183,17401,17411,13383,12405,
总负债(万元),106834,111591,100370,71230,72807,38426,32117,15875,8402,12730,8093,6711,8646,7359,9187,
流动负债(万元),99032,99264,94997,65016,65954,33731,29246,11425,3662,8390,7153,5641,7576,5864,8092,
股东权益不含少数股东权益(万元),208976,194354,192981,161386,89318,91767,74064,70582,68758,21451,16578,12719,9519,6715,4299,
净资产收益率加权(%),7.59,6.71,6.58,10.07,8.89,9.03,5.88,2.6,9.65,0,25.8,28.07,32.48,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
