报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.45,0.43,0.5,0.56,0.44,0.47,0.52,0.43,0.4,0.45,0.88,0.61,0.41,0.16,
每股净资产(元),--,--,--,--,--,3.09,3.85,3.51,3.2,4.78,9.05,2.37,1.75,2.06,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.69,0.95,0.71,0.6,0.9,1.27,1.21,0.92,0.74,
主营业务收入(万元),999010,800857,596285,400040,316558,240205,198497,164013,131062,86488,60645,43912,31490,19119,
主营业务利润(万元),490336,375085,274632,183804,147147,107554,90822,73627,72431,48686,33783,22753,16551,9337,
营业利润(万元),202184,155774,111126,70050,60067,42935,32041,25240,24227,17097,12341,7251,4934,1789,
投资收益(万元),11341,4622,3997,2119,989,1662,--,--,--,105,--,--,440,--,
营业外收支净额(万元),-18160,-17752,-8417,-1628,-5050,-2226,-1552,-599,-241,770,91,50,--,128,
利润总额(万元),184024,138022,102709,68422,55017,40709,30490,24641,23986,17867,12432,7301,4787,1917,
净利润(万元),137892,100894,74251,55747,42804,30919,22350,18281,17193,12031,9249,6137,3898,1459,
净利润(扣除非经常性损益后)(万元),142902,107914,77570,54676,45999,31598,23619,18766,17392,11407,9181,6107,3964,1146,
经营活动产生的现金流量净额(万元),207843,139987,133040,67510,52217,45368,41265,30182,25711,23997,16914,12117,9219,3690,
现金及现金等价物净增加额(万元),48788,-120489,159048,5513,-6559,10070,9196,-8906,-15094,-15396,89367,-1135,56,2729,
总资产(万元),1189475,962658,931283,406593,325663,255043,211884,192982,172184,161283,141196,39651,35822,33305,
流动资产(万元),402708,322617,368099,160194,147393,126011,101580,88192,87165,97982,104106,10106,9789,11790,
总负债(万元),487202,365603,384078,112890,75742,45305,38005,36093,30856,30423,17808,13452,12738,18306,
流动负债(万元),287864,204150,212013,94146,57944,45106,37794,35857,24221,24023,11408,7052,6338,11753,
股东权益不含少数股东权益(万元),659404,569281,521609,278115,239541,202450,166603,150009,136759,127700,120847,23658,17531,10282,
净资产收益率加权(%),22.51,18.55,21.74,21.84,19.66,16.91,14.02,12.8,13.2,9.74,21.52,29.8,28.84,15.28,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
