报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.01,0.02,0.03,0.01,0.18,0.32,0.37,0.27,0.36,0.4,0.33,0.27,0.37,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,3.31,3.03,3.83,3.51,2.93,2.71,2.95,2.74,3.31,1.75,1.36,1.02,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.29,0.3,0.59,0.5,0.32,0.66,0.41,0.42,0.39,0.32,0.38,
主营业务收入(万元),140652,140203,115480,81794,98758,106715,90117,77653,72294,56941,40760,36640,31570,26257,25071,22204,18263,16263,13402,
主营业务利润(万元),43213,46344,40364,21653,27794,36528,32718,27944,28603,20425,14886,13197,13478,11634,10432,9671,7974,6614,6565,
营业利润(万元),17399,19838,15155,2188,15036,16951,18705,11340,14411,10637,6816,4753,6550,6605,5451,5523,4348,4187,4414,
投资收益(万元),10913,1828,2356,2485,2013,457,171,-25,--,--,--,--,--,0,0,0,0,0,0,
营业外收支净额(万元),-556,-1110,1048,3645,301,942,841,1153,1567,1337,2782,1949,--,-48,-48,-18,1,0,0,
利润总额(万元),16842,18727,16203,5833,15338,17893,19546,12492,15978,11975,9599,6702,9463,7591,6827,6686,4814,4187,4414,
净利润(万元),2091,5452,6370,3155,12934,15447,16766,11156,14195,10603,8307,6459,8760,6689,5816,5723,4042,3431,3008,
净利润(扣除非经常性损益后)(万元),-7828,457,1377,-1944,11361,14491,15900,10033,12863,9466,6647,5934,7912,6294,5577,5737,0,0,0,
经营活动产生的现金流量净额(万元),44842,44933,35892,24090,-1187,15852,13173,18828,11735,7911,15715,12254,7775,12174,7515,5938,4021,0,0,
现金及现金等价物净增加额(万元),-66598,-6777,30416,-71879,10162,53892,-14838,448,45783,11297,-1347,-4141,12292,-6886,-6990,20803,586,0,0,
总资产(万元),574776,710431,701506,475566,436915,398326,281638,269571,239991,170319,136659,126584,123543,91694,78488,63435,33606,29449,16412,
流动资产(万元),302561,407623,405648,291728,296740,271253,156940,153498,128070,73200,51520,42267,45517,24160,30357,35221,13945,12790,4879,
总负债(万元),213630,359898,362324,168456,127331,109541,104460,132018,119088,68673,43496,54997,58053,37516,28239,16731,15455,15341,5877,
流动负债(万元),185498,328382,219517,44003,117660,101392,98218,98455,87292,62669,36589,38621,40100,36078,23751,11372,7441,6162,3673,
股东权益不含少数股东权益(万元),307069,305695,300614,294826,298409,288155,176996,137377,120759,101531,93051,71510,65426,54081,50135,46602,18009,13966,10535,
净资产收益率加权(%),0.68,1.8,2.14,1.06,4.41,8.06,10.45,8.51,12.83,10.94,10.41,9.32,14.81,12.86,12,20.65,25.29,28.01,33.11,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
