报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),-0.54,0.08,0.17,0.25,0.13,0.23,0.23,0.39,0.73,0.72,0.47,0.28,
每股净资产(元),--,--,--,--,--,--,--,--,3.36,2.63,1.91,1.44,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.2,0.24,1.7,0.42,
主营业务收入(万元),257313,274046,260915,189198,145100,137965,147667,134497,152312,128590,90780,111349,
主营业务利润(万元),24337,32260,42305,30905,24455,13342,12319,11812,14474,14183,9557,7048,
营业利润(万元),-29324,6960,16299,18200,8679,4156,4191,4492,6668,6759,4251,3097,
投资收益(万元),--,--,35,40,--,94,--,--,--,--,--,--,
营业外收支净额(万元),-59,-42,-21,56,-63,86,15,312,148,12,154,-5,
利润总额(万元),-29383,6918,16278,18256,8617,4242,4207,4804,6816,6771,4405,3092,
净利润(万元),-27679,3960,8530,8127,4121,3685,3620,4125,5864,5756,3739,2215,
净利润(扣除非经常性损益后)(万元),-27653,3337,7737,8032,4164,3613,3607,3859,5738,5747,3608,2625,
经营活动产生的现金流量净额(万元),-20223,24778,11617,10706,4158,13270,-3207,-20021,1607,1925,13608,3355,
现金及现金等价物净增加额(万元),-4237,-1232,-4353,8217,-15338,10920,-8899,2979,2565,620,5284,3489,
总资产(万元),296875,281080,277619,230537,180811,99414,75423,68463,56618,64780,48698,44644,
流动资产(万元),211715,181405,178178,141930,108005,70574,50348,50232,36856,43660,25195,19851,
总负债(万元),226276,184325,179516,144054,112159,40822,18636,13976,29700,43727,33401,33086,
流动负债(万元),132984,137193,133608,110296,101114,40822,18636,13976,29700,43727,33401,27184,
股东权益不含少数股东权益(万元),47764,73615,74824,69785,60787,58592,56507,54487,26917,21053,15297,11558,
净资产收益率加权(%),-45.61,5.26,11.82,12.72,6.47,6.42,6.54,8.12,24.45,31.67,27.85,22.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
