报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.14,-0.14,0.58,0.56,0.22,0.15,0.26,0.32,0.83,0.85,0.65,0.67,0.46,
每股净资产(元),--,--,--,--,--,6.8,6.76,6.53,12.72,12.2,3.33,2.67,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.25,-0.26,0.66,-0.62,0.22,0.39,0.31,0,
主营业务收入(万元),439875,341975,373160,328300,226209,191948,165849,138705,128138,93033,52869,46105,31526,
主营业务利润(万元),280516,219321,211209,142346,101490,82429,80360,74446,66838,53359,40485,36214,26905,
营业利润(万元),19110,-8391,36134,20730,4282,2349,8193,8429,11866,10493,8233,7355,5637,
投资收益(万元),-1561,1170,415,117,--,5,3,762,1,1,3,8,0,
营业外收支净额(万元),33,-318,-123,2590,2594,2548,492,2459,1625,476,47,-68,65,
利润总额(万元),19142,-8709,36011,23320,6876,4896,8685,10887,13491,10969,8279,7287,5702,
净利润(万元),14276,-14744,30154,20306,6465,4196,7402,9148,11977,9209,6802,5939,3923,
净利润(扣除非经常性损益后)(万元),12693,-17893,26994,17904,4182,2027,7478,6325,10604,8810,6766,5995,3790,
经营活动产生的现金流量净额(万元),18635,15448,4509,-4472,15184,7323,-7504,18940,-8873,3240,4228,3318,12865,
现金及现金等价物净增加额(万元),-19925,8388,8527,32820,-2799,-14148,-19690,-12764,-75294,134250,4765,-839,2792,
总资产(万元),691526,721254,761348,687472,407045,285834,279690,258377,225584,217048,64318,49669,46670,
流动资产(万元),295094,320586,343978,275161,174286,127196,127283,129224,146367,181250,32856,22663,21482,
总负债(万元),147414,185012,205572,160303,204002,88823,83864,68426,39740,38913,28387,22998,29028,
流动负债(万元),108453,144043,171923,127341,186985,74789,70409,61951,36909,37148,27766,22095,28401,
股东权益不含少数股东权益(万元),543609,535679,554124,524612,199494,195910,194594,188056,183227,175613,35899,26672,17642,
净资产收益率加权(%),2.63,-2.58,5.6,6.26,3.27,2.15,3.87,4.94,6.6,22.74,21.54,27.61,25.81,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
