报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),1.46,1.16,0.85,0.55,1.03,1.05,0.86,0.76,0.61,
每股净资产(元),--,--,--,--,--,5.35,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.4,0.23,0.71,0.49,
主营业务收入(万元),506935,372427,204693,128276,75003,68279,57339,42390,38880,
主营业务利润(万元),87535,64174,42469,23908,14742,13137,10959,9055,8653,
营业利润(万元),45737,35405,24054,13156,8130,6996,5786,4989,4164,
投资收益(万元),--,--,4,1,--,--,--,--,--,
营业外收支净额(万元),-143,641,-66,1971,208,237,186,271,142,
利润总额(万元),45594,36046,23989,15127,8337,7232,5972,5260,4306,
净利润(万元),39603,30846,20306,13091,7224,6281,5189,4550,3641,
净利润(扣除非经常性损益后)(万元),39152,29731,20018,11418,7047,6080,5031,4320,4126,
经营活动产生的现金流量净额(万元),7527,1064,5476,-1342,-8316,2424,1353,4239,2943,
现金及现金等价物净增加额(万元),-19482,57702,-1745,-1427,10975,-298,1200,-1575,5505,
总资产(万元),486156,365688,218406,163927,99778,69172,60535,36611,32072,
流动资产(万元),360943,257406,138145,105846,69360,43260,39578,24136,24644,
总负债(万元),237383,153906,111507,75959,28301,37061,34704,15969,15980,
流动负债(万元),233378,150400,104839,69456,25771,30143,29764,15559,15980,
股东权益不含少数股东权益(万元),238366,202340,100898,82991,71476,32111,25831,20642,16092,
净资产收益率加权(%),18.01,17.63,22.23,17.04,13.95,21.68,22.33,24.77,29,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
