报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-0.4,0.01,0.01,0.01,-0.25,0.05,-0.39,0.04,0.04,0.04,0.03,-0.34,0.06,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.73,1.69,1.65,1.63,2.56,3.08,3.05,3.02,2.93,1.63,1.59,1.66,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.1,0.39,0.56,-0.09,-0.16,0.19,0.05,0.02,0.01,-0.39,0,0.05,
主营业务收入(万元),29480,31036,27316,27764,20304,16139,23352,35373,35758,29513,34617,33549,34518,25692,25578,20833,16404,12890,9343,7233,
主营业务利润(万元),610,5738,5604,2880,1215,825,806,2979,3491,2016,6022,1519,2727,4740,5408,4904,4143,3590,3082,2955,
营业利润(万元),-6295,178,203,8,-4210,271,-6517,228,383,-3146,557,-5984,118,350,-151,1417,1432,1422,1251,452,
投资收益(万元),136,-2,17,3104,159,4903,150,2631,2400,125,16,-104,2408,477,292,281,102,82,-0,108,
营业外收支净额(万元),-58,-11,13,335,313,494,215,583,399,3773,148,--,--,-11,-47,7,-5,0,0,0,
利润总额(万元),-6353,167,215,343,-3897,765,-6302,811,782,627,705,-6007,750,815,184,1975,1924,1882,1378,688,
净利润(万元),-6424,163,213,231,-3953,722,-6197,611,659,578,477,-5530,697,726,259,1981,1928,1917,1377,832,
净利润(扣除非经常性损益后)(万元),-6889,-236,-207,-3133,-4284,-4539,-6353,-1853,-1836,-2476,86,-5628,-2003,720,176,1774,1743,0,0,0,
经营活动产生的现金流量净额(万元),403,-461,-5113,-3111,-2018,-496,-4254,-1406,-1659,6304,9045,-1382,-2037,2011,531,236,53,-2671,0,0,
现金及现金等价物净增加额(万元),-468,3521,-1737,584,-1499,2986,-5327,699,-5477,4173,-341,-6703,5690,-985,-430,-7726,19307,-731,0,0,
总资产(万元),41069,53559,40921,35363,33844,37278,35256,43984,43453,46687,46743,56358,75811,78216,72551,61354,49048,24710,17096,15273,
流动资产(万元),33858,41613,33191,27727,26296,30019,27775,36251,35093,37856,37333,45279,60621,54401,47601,40567,35530,13533,10033,9858,
总负债(万元),24327,30393,20899,15553,14713,14193,12923,15453,15535,19426,20057,29750,43631,46007,40726,29697,18545,13339,6137,3844,
流动负债(万元),21917,28359,19859,14803,14013,13843,12613,15333,15065,19426,20057,29750,40631,46007,40726,29697,18545,13339,6137,3844,
股东权益不含少数股东权益(万元),16739,23163,20017,19804,19123,23076,22324,28521,27910,27251,26673,26308,31839,31842,31594,31261,30255,11119,10831,11303,
净资产收益率加权(%),-32.2,0.81,1.07,1.2,-18.74,3.18,-24.38,2.17,2.39,2.14,1.8,-19.02,2.19,2.27,0.83,6.32,12.73,17.46,12.44,10.72,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
