报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.14,0.15,0.17,0.14,0.21,0.47,0.41,0.36,0.53,0.42,0.5,0.48,0.87,--,0.54,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,8.01,7.59,7.02,6.38,5.85,4.52,6.79,6.38,5.96,5.37,4.98,4.74,4.35,1.82,2.12,2.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.83,0.53,0.63,0.79,1.02,0.48,0.9,0.88,1.21,0.89,0.5,0.62,0.15,-0.19,--,--,
主营业务收入(万元),2150901,2022236,1706788,1322789,1366989,1405603,1452452,1486960,1332808,917414,727911,723159,657180,224352,140703,119965,102709,115695,103403,92802,74593,66962,64465,52734,
主营业务利润(万元),440566,326357,359568,281117,172633,205833,212012,183634,190514,144786,131566,124515,182053,39542,28084,26209,27936,24807,24594,20728,17794,17711,18166,11874,
营业利润(万元),198424,181938,225625,168174,80871,114291,114362,98055,139907,103969,93748,84152,160947,28429,20760,19720,23154,18343,17760,16096,11226,10812,9748,8169,
投资收益(万元),17642,6780,4835,8845,1323,4422,2469,1705,2240,1607,393,-28,--,0,--,--,--,6,0,0,0,--,0,0,
营业外收支净额(万元),1733,1228,226,4625,2987,2280,2093,414,-1766,1548,1490,-21,-1418,-1910,214,63,-628,23,-575,214,604,23,--,--,
利润总额(万元),200157,183167,225851,172799,83859,116571,116455,98469,138141,105517,95238,84130,159528,26519,20975,19782,22526,18373,17185,16310,11829,10835,9870,8210,
净利润(万元),162272,143798,161136,131273,56028,91297,79363,69087,102178,78117,71482,62886,114899,17296,13783,13407,14961,13117,14504,13864,10055,9210,8389,6978,
净利润(扣除非经常性损益后)(万元),144756,137195,159858,52867,55555,89889,78082,69497,103881,77383,70447,63052,115849,18538,13639,12858,15601,13097,11754,13650,9451,--,--,--,
经营活动产生的现金流量净额(万元),379204,218356,180959,189204,89371,145478,141028,130498,159660,103204,103228,104378,134591,29906,23159,22647,31153,22883,12786,15850,3871,6731,--,--,
现金及现金等价物净增加额(万元),272338,40688,152250,-52773,109049,-153274,-81664,221340,-133269,169889,13946,167854,-18298,-9911,-55598,65793,6686,2759,10631,-58630,60973,895,--,--,
总资产(万元),5475935,5229933,4604052,4268549,3478918,3171403,2942894,2785962,2090381,1895175,1529665,1387473,1062860,408509,348305,300602,206774,197527,180064,160854,157247,90683,69250,56766,
流动资产(万元),2272360,2175931,1517301,1107072,1066290,979027,1344913,1257691,785506,730141,440903,392602,206033,93753,91518,137492,67613,--,0,0,0,45340,32378,21127,
总负债(万元),1321068,1204150,1138056,916187,927422,1188520,1049888,964294,405122,313325,278950,449469,224320,120085,164184,128580,52254,59396,50344,38922,45324,57581,30756,20109,
流动负债(万元),1094099,913001,755542,662082,629714,578530,472473,403894,360824,302948,267997,182782,196705,119727,75521,39889,51846,--,0,0,0,57581,30756,20109,
股东权益不含少数股东权益(万元),3930911,3822773,3274430,3167503,2370518,1812526,1730670,1675314,1548593,1468863,1159606,841145,771098,279795,174638,163928,153091,138130,128037,121932,111923,33103,38495,36657,
净资产收益率加权(%),4.19,4.35,5.01,4.22,2.48,5.19,4.66,4.36,6.77,5.67,7.55,7.8,16.1,7.55,8.14,8.49,10.21,9.75,11.64,12.06,0,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
