报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.31,0.19,0.11,0.12,0.02,0.09,0.13,0.15,0.92,0.85,0.49,0.41,
每股净资产(元),--,--,--,--,--,6.43,6.37,6.19,9.37,3.35,2.52,2.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.19,-0.37,0.07,-0.78,0.11,0.4,-0.09,
主营业务收入(万元),138723,117467,63775,49028,42663,42211,44260,32271,31484,24386,15145,17413,
主营业务利润(万元),37472,27288,15340,12399,9589,9967,9764,7427,10394,7913,5262,5277,
营业利润(万元),6701,3773,2839,1246,-148,696,1225,1566,5074,4858,2837,2437,
投资收益(万元),-32,--,--,6,-6,--,--,--,--,295,0,-238,
营业外收支净额(万元),57,61,95,-1,66,8,154,188,951,107,5,29,
利润总额(万元),6758,3834,2934,1245,-83,704,1378,1754,6025,4964,2842,2466,
净利润(万元),6230,3863,2158,1219,209,871,1287,1447,5103,4245,2457,2054,
净利润(扣除非经常性损益后)(万元),5498,3148,1941,1212,152,865,1157,1287,4252,3863,2452,2416,
经营活动产生的现金流量净额(万元),9024,15722,3939,7231,-5685,-1909,-3704,716,-5199,566,1977,-466,
现金及现金等价物净增加额(万元),23428,2405,2466,-2248,-3603,-3432,-5838,-12146,30053,1663,-5049,4262,
总资产(万元),237211,193082,115218,100884,101486,94988,89863,79376,82250,33841,27263,29133,
流动资产(万元),157900,115543,71137,60861,61912,58305,57477,57293,63867,20438,15167,17798,
总负债(万元),153919,120036,46601,34454,35620,28763,25133,14880,17250,14661,12307,16744,
流动负债(万元),120155,100324,45916,29942,35176,28716,25133,14680,15250,14661,12307,16508,
股东权益不含少数股东权益(万元),82518,72252,67793,65593,64440,64373,63717,61934,62490,16740,12597,10064,
净资产收益率加权(%),8.35,5.52,3.24,1.87,0.31,1.36,2.05,2.33,15.54,28.84,21.76,22.81,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
