报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.02,-0.19,0.03,0.14,0.09,0.34,0.53,0.59,0.52,0.68,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.3,0.5,-0.15,0.55,
主营业务收入(万元),130949,135481,146062,111232,54393,62217,58056,55562,54765,56247,38036,
主营业务利润(万元),23200,26176,33008,27844,16307,20116,18407,17838,16514,17839,12130,
营业利润(万元),1137,-9277,1583,6381,3509,6677,6088,6593,5906,7125,4876,
投资收益(万元),54,-10,-16,--,--,--,--,--,--,--,--,
营业外收支净额(万元),74,227,841,1501,749,659,165,449,249,-4,54,
利润总额(万元),1211,-9050,2424,7882,4258,7336,6252,7043,6155,7121,4930,
净利润(万元),1153,-9040,1206,6451,3650,6298,5339,5894,5231,5753,4112,
净利润(扣除非经常性损益后)(万元),107,-10050,131,5131,4349,5738,5199,5520,5020,5519,--,
经营活动产生的现金流量净额(万元),8136,17898,15132,3398,9957,7312,3664,3033,4800,-1454,5514,
现金及现金等价物净增加额(万元),-3689,488,-2998,2050,1795,9216,327,1258,-1554,102,3137,
总资产(万元),217004,217788,234659,239090,111560,112909,79609,72193,65788,60221,48498,
流动资产(万元),109894,103296,112831,121107,71226,79443,54143,48120,41985,42704,33517,
总负债(万元),74744,76755,83781,87490,20484,22697,29450,27372,26048,25795,24413,
流动负债(万元),67545,68395,74458,74761,16763,20857,26110,22532,23598,25795,24413,
股东权益不含少数股东权益(万元),142260,141032,150879,151600,91076,90212,50159,44821,38847,33615,23382,
净资产收益率加权(%),0.81,-6.18,0.79,4.76,4.04,7.37,11.24,14.1,14.44,23.13,19.22,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
