报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.27,0.23,0.24,0.37,0.53,0.53,0.58,0.52,0.18,0.21,0.24,0.21,0.33,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,5.49,2.31,2.79,--,3.82,5.42,3.47,3.91,3.91,2.45,2.17,1.86,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.4,0.23,--,0.25,0.1,0.13,0.35,0.25,0,0.5,0,
主营业务收入(万元),1213138,1163718,923219,851248,732815,756219,672959,667383,60375,53662,43089,35627,28503,20351,13135,10344,9382,5934,4002,
主营业务利润(万元),321716,299565,236930,207592,175425,176857,171393,144637,10863,10375,8230,6738,6359,4819,3113,2598,3158,2399,1853,
营业利润(万元),122836,110088,80558,54657,48455,38233,46096,43779,3791,3670,3022,1933,1753,1443,1005,868,1452,1236,1014,
投资收益(万元),-280,4714,462,-326,13421,169,283,-72,406,-126,-87,--,0,0,0,0,0,0,0,
营业外收支净额(万元),1680,-1344,-377,11672,8835,8136,4467,5238,763,342,211,320,--,8,2,1,-5,0,0,
利润总额(万元),124515,108744,80181,66329,57290,46369,50563,49017,4554,4012,3233,2253,2168,1543,1009,869,1447,1219,1005,
净利润(万元),96086,83671,57901,58314,48921,38191,41859,37145,3977,3519,3058,2280,2160,1430,945,810,1228,1219,1005,
净利润(扣除非经常性损益后)(万元),79715,71241,57763,42591,26500,30541,38536,3390,2942,3228,2866,2008,1808,1290,855,775,0,0,0,
经营活动产生的现金流量净额(万元),156007,-90926,198833,81379,47427,19805,2971,38441,8779,3856,2831,2635,716,768,1766,1263,710,1486,0,
现金及现金等价物净增加额(万元),140913,-80879,56773,63477,9235,4250,10975,18606,3151,-3403,1198,-4415,10554,-1684,-2273,7666,-61,183,0,
总资产(万元),2843482,2667123,2222488,2006735,1789243,1673727,1474920,1319801,79414,70607,70494,62401,57046,34348,28764,25870,14071,10776,7199,
流动资产(万元),1842095,1672134,1373613,1274431,1144332,1115480,945119,812999,47900,42576,44381,35700,37486,19858,17291,16202,8001,5055,3915,
总负债(万元),1574931,1487674,1166756,1134668,1186386,1138912,979944,882448,25081,23989,27009,19353,17246,13549,9205,6343,6715,4273,1608,
流动负债(万元),1246413,1156095,970289,945117,932003,862678,754105,702306,21801,23674,24009,19353,15246,13514,6915,4243,5086,2098,1608,
股东权益不含少数股东权益(万元),975000,919912,853239,749712,518272,466653,433230,393139,50093,46618,43485,40962,38682,20798,19559,19527,7356,6503,5591,
净资产收益率加权(%),10,9.37,7.37,7.92,9.93,8.48,10.12,9.96,8.23,7.82,7.25,5.73,7.64,7.11,4.89,6.02,17.26,19.59,19.78,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
