报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.57,1.33,1.27,1.58,0.97,0.63,0.24,0.69,
每股净资产(元),--,--,--,7.34,5.93,5.12,4.59,4.35,
每股经营活动产生的现金流量净额(元),--,--,--,1.37,1.38,0.93,0.43,0.77,
主营业务收入(万元),143118,118532,74067,62934,66904,69091,49951,62173,
主营业务利润(万元),36582,28716,21849,22846,18482,16780,9395,9736,
营业利润(万元),7725,14871,10645,11291,7787,4905,1505,4530,
投资收益(万元),59,414,459,--,--,--,--,53,
营业外收支净额(万元),-93,-50,12,97,103,295,309,432,
利润总额(万元),7632,14821,10657,11388,7890,5200,1814,4962,
净利润(万元),8292,12482,9070,9471,5845,3789,1417,4117,
净利润(扣除非经常性损益后)(万元),7989,12030,8510,9386,5759,3556,1180,3772,
经营活动产生的现金流量净额(万元),2814,3960,4881,8199,8265,5590,2567,4592,
现金及现金等价物净增加额(万元),4212,-7322,22151,-6309,3525,262,-3241,4090,
总资产(万元),194947,177466,124224,90048,82080,86317,78735,78203,
流动资产(万元),118291,104468,82307,51435,46242,52264,45392,49250,
总负债(万元),77595,61575,23759,45999,46503,55597,51210,52097,
流动负债(万元),67361,51191,23468,45908,46441,55584,51133,52037,
股东权益不含少数股东权益(万元),114279,110144,100465,44049,35577,30720,27524,26106,
净资产收益率加权(%),7.41,11.89,11.93,23.94,17.63,12.97,5.29,17.03,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
