报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.72,0.51,0.39,0.29,0.47,0.72,0.67,0.32,0.35,0.16,0.02,0.11,0.05,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.18,4.83,4.52,4.53,4.44,4.29,4.31,4.2,4.04,3.91,3.75,3.65,0.3,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.18,0.13,0.28,0.17,0.05,0.03,0.17,0.09,0.17,0.6,0.37,0.05,0.02,--,--,
主营业务收入(万元),5165328,4694082,2548818,1266775,1012300,730664,422374,219105,123280,108129,102913,97399,94583,95584,130594,140329,122385,89806,79726,81447,39441,43430,60051,
主营业务利润(万元),609193,512043,266261,171213,155699,102768,71658,46099,27520,21332,16052,16229,13188,11538,28008,31732,29993,15679,17848,20495,12032,10437,14187,
营业利润(万元),102697,78370,50582,28580,46570,39404,10405,1616,2681,1533,-492,1392,-80,-597,435,2306,6859,6322,2920,7227,5042,2030,6371,
投资收益(万元),16278,6591,9032,23946,23669,27662,1889,1505,2898,3442,1496,1357,734,992,1106,935,-655,1832,515,533,287,180,110,
营业外收支净额(万元),391,589,14,8102,8362,2733,5486,5693,5252,2203,905,969,--,4,27,138,66,-11,111,163,32,0,0,
利润总额(万元),103088,78960,50596,36681,54932,42137,15891,7310,7933,3736,413,2361,1135,895,4000,6230,8089,8487,5177,8643,5442,4499,7340,
净利润(万元),92875,65860,42753,28702,44920,33880,14462,6980,7556,3430,374,2342,1080,861,837,1540,2935,5015,4332,6028,4535,3344,4263,
净利润(扣除非经常性损益后)(万元),80101,61315,33384,5868,21644,12367,6437,3067,1633,2307,136,1182,3,854,818,1163,2662,4356,4238,5865,--,--,--,
经营活动产生的现金流量净额(万元),86535,133036,25485,7199,-14371,-44190,-82465,-23374,25354,2877,6112,3607,1003,722,3741,1858,3590,12819,7710,1149,2176,--,--,
现金及现金等价物净增加额(万元),122195,275387,106748,36938,10100,57541,-7752,-2156,9048,-12253,-16483,-14640,21694,-9418,-16967,15160,6938,4474,-36520,59686,234,--,--,
总资产(万元),2940909,2559927,1788150,907914,781935,594855,343945,218150,173081,163841,114073,139929,147296,126323,203656,214611,172574,159541,111176,116825,38290,49032,52116,
流动资产(万元),2695380,2344921,1587647,727577,636180,483249,241718,125986,78405,75887,52361,80231,92356,71965,126798,144273,109524,--,0,0,22827,35705,39934,
总负债(万元),1910087,1628954,1059985,512910,497750,361315,237422,102039,61160,59621,16494,42063,51340,33598,52228,63535,42248,41528,21083,23730,13566,22677,29386,
流动负债(万元),1840366,1572617,1016835,480579,492785,360810,216284,96193,60170,59122,14722,38082,47359,29617,47093,59123,38234,--,0,0,13566,22592,29306,
股东权益不含少数股东权益(万元),994711,897527,727839,394367,283200,233540,106523,116112,111350,103774,97179,97490,95540,92319,92596,90261,86947,83999,80650,78493,23902,20867,16383,
净资产收益率加权(%),9.79,8.65,8.35,7.57,17.43,17.42,12.7,6.14,7.02,3.44,0.39,2.42,1.13,0.93,0.92,1.74,3.43,5.97,5.37,10.24,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
