报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.2,0.07,-0.25,0.04,-0.65,-0.65,0.04,-0.37,0.16,0.55,0.43,0.06,-0.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.11,2.95,1.92,1.49,1.42,1.71,1.68,1.71,2.77,2.55,2.31,3,0.37,2.7,3.15,2.93,2.64,3.11,2.3,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.12,0.2,0.61,0.29,0.16,0.07,0.09,0.06,0.46,0.56,0.19,0.37,0.65,0.43,--,--,--,--,--,--,--,
主营业务收入(万元),104961,85911,68697,67985,72976,87149,90280,109120,106309,137688,136605,98217,76881,75191,59742,45761,54582,49242,44005,34887,29010,30209,28255,36283,34656,26960,23477,14221,8924,
主营业务利润(万元),35639,21152,10968,13202,3695,5934,5725,1904,18699,54588,46628,20053,13204,16659,11432,11115,18328,18300,15154,12570,11096,11405,6292,3115,2040,2090,1569,0,0,
营业利润(万元),16310,4347,-13162,322,-43203,-35863,-13991,-26623,3989,32677,24516,2911,-14409,2938,2283,5195,8809,9905,6735,8336,7376,7384,6388,3225,2171,0,1571,0,0,
投资收益(万元),93,75,349,4153,-6279,-5683,12321,6774,12477,-434,2105,1636,-5564,-657,-769,-772,-881,-1161,873,1074,325,52,0,-7,-72,-70,-31,0,0,
营业外收支净额(万元),-573,-119,-1147,2477,564,422,14700,4108,4300,951,465,213,--,-361,-32,-33,-27,-65,-21,-11,-45,0,0,0,0,-84,--,--,--,
利润总额(万元),15737,4228,-14309,2798,-42639,-35441,709,-22515,8288,33629,24981,3124,-13763,1939,1521,4479,7962,8740,7624,9439,7736,7529,6361,3435,2323,2720,1460,1171,449,
净利润(万元),14955,4228,-15827,2431,-42235,-36080,2024,-20285,8769,28499,22452,2900,-13856,1728,1298,3903,7147,7867,6775,8650,7060,7009,6011,3084,2027,2520,1387,1108,382,
净利润(扣除非经常性损益后)(万元),14459,3566,-16136,-4222,-43653,-37063,-25098,-29810,-5067,27459,22037,3357,-14441,2070,1105,3777,7046,7806,6738,8610,6980,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),21317,5069,4005,4117,275,-2022,-2816,-27602,6588,10463,31673,14893,8228,3514,4683,2905,14970,18318,6082,9341,5297,7114,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),16724,-6660,2428,-2417,-20390,18199,-479,-29911,27068,-9385,18441,110,4201,-3414,-922,-3431,7576,-2211,-24118,12066,12522,-3537,--,--,--,--,--,--,--,
总资产(万元),211623,144535,144871,171031,184398,225553,260374,333262,342245,230721,149763,135691,134930,140907,136444,130425,117140,102383,100155,108293,84738,61379,51092,38533,35932,32277,27281,17365,8315,
流动资产(万元),79109,49961,48664,72425,72619,93099,96875,92791,139665,111785,68678,49953,50275,45198,41661,45552,56390,41970,43764,59841,46056,29979,30538,19918,19095,14951,12572,9349,3766,
总负债(万元),59595,48894,53457,63790,79588,78737,113832,169807,162026,69807,47736,58044,60729,51689,48957,41086,26682,18889,24597,33153,14387,16554,10783,17286,18751,15420,18637,0,0,
流动负债(万元),50719,35704,38860,56475,44724,36035,41467,52835,42376,57634,43486,48394,50729,41661,25057,17186,21303,17121,22868,28647,14387,13096,5133,10901,14081,10610,12719,8506,3821,
股东权益不含少数股东权益(万元),152028,95642,91414,107241,104810,147550,147273,149830,171282,153622,99941,77491,74189,89203,87466,89281,90259,83112,75237,75140,70350,44825,40309,21246,17181,16857,8643,5545,2109,
净资产收益率加权(%),11.08,4.52,-15.93,2.29,-33.53,-27.86,1.35,-12.37,5.22,21.99,25.31,3.81,-16.89,1.96,1.47,4.35,8.24,9.92,9.23,11.61,--,16,--,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
