报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.36,0.33,0.31,0.16,0.17,0.06,-0.03,
每股净资产(元),--,1.76,1.42,1.14,1.18,0.9,0.84,
每股经营活动产生的现金流量净额(元),--,0.5,0.39,0.07,0.13,-0.03,-0.04,
主营业务收入(万元),23445,21260,16906,15042,13624,6029,2109,
主营业务利润(万元),19112,16796,13032,10046,8819,3031,457,
营业利润(万元),15137,13712,12828,5950,3928,-652,-1909,
投资收益(万元),22,37,7,63,--,--,--,
营业外收支净额(万元),791,323,447,825,756,1924,1232,
利润总额(万元),15928,14034,13276,6776,4684,1271,-678,
净利润(万元),13660,12050,11040,5684,4680,1271,-678,
净利润(扣除非经常性损益后)(万元),12496,10546,9637,4957,5135,-653,-1909,
经营活动产生的现金流量净额(万元),11340,18105,13908,2666,3964,-713,-797,
现金及现金等价物净增加额(万元),-1525,5284,-985,-8984,12212,-1796,2672,
总资产(万元),120439,94045,71932,53296,45262,25847,27274,
流动资产(万元),45262,32225,27762,26237,29713,11129,11365,
总负债(万元),22446,30788,20718,12410,9842,5905,8602,
流动负债(万元),17567,16291,9043,5277,6466,4645,6252,
股东权益不含少数股东权益(万元),97992,63257,51214,40887,35420,19943,18671,
净资产收益率加权(%),16.58,21.05,24.07,14.94,17.47,6.58,-4.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
