报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.02,-0.39,0.01,0.01,0.03,-0.39,0.02,-0.79,0.02,0.07,-2.42,0.14,0.05,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,0,0.94,0.92,0.84,3.28,3.13,3.04,4.96,5.67,5.44,4.91,4.89,4.84,4.14,1.61,1.17,1.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0,-0.14,0.27,-0.83,0.3,0.07,0.82,-0.29,0.63,0.96,0.87,1.42,1.07,0.03,--,--,--,
主营业务收入(万元),201636,213393,198393,187147,176847,191273,175579,136358,115645,126065,67697,187684,172714,195986,230116,290356,213987,177661,138960,210659,96568,73085,62231,79954,
主营业务利润(万元),16264,12049,22068,22982,14054,20061,15347,-681,18150,29801,-9178,31406,20166,15201,35988,84744,69995,43752,40109,91539,39355,26429,21123,32059,
营业利润(万元),-666,-29425,2408,1864,2496,-25681,-15084,-31777,-11254,4800,-108661,5639,-23571,-53213,-18176,43252,39903,17325,19962,64573,27805,13940,9869,16094,
投资收益(万元),-492,-143,312,-572,18111,--,224,-38,-27,-8,1290,-97,87,-325,-503,-148,962,362,-57,535,0,0,0,0,
营业外收支净额(万元),5179,-2020,5,738,586,767,18080,-1141,14167,-613,1195,731,--,-31130,115,-47,-1950,-83,-253,-195,-65,0,0,0,
利润总额(万元),4513,-31445,2412,2602,3082,-24914,2996,-32918,2914,4186,-107466,6370,1317,-84408,-18276,43257,39316,17788,19736,64913,31550,16113,12051,18110,
净利润(万元),1989,-33258,908,954,1860,-26995,995,-34586,969,3261,-106652,6302,2123,-84176,-18245,23347,23036,9711,14697,52807,22081,13017,10243,15394,
净利润(扣除非经常性损益后)(万元),-6923,-31527,-260,637,-16952,-27956,-17655,-33445,-22345,3121,-108114,1027,-26076,-81517,-18550,23069,23328,9768,9426,38280,21396,--,--,--,
经营活动产生的现金流量净额(万元),15717,10031,6657,9248,55902,12699,-1328,-20276,-6062,11977,-36544,13214,2913,35860,-12797,27805,42106,38434,62410,47136,1175,--,--,--,
现金及现金等价物净增加额(万元),2212,8369,-12369,13336,1045,-2726,10649,-6815,-15342,7341,-998,-20607,-5261,-3172,1546,-57416,30402,-11767,38227,25997,21712,--,--,--,
总资产(万元),213024,197305,232799,239052,235560,290594,287777,242790,243729,188880,182093,258991,300036,329879,408696,422667,377868,321740,303725,320156,273773,97388,92000,100091,
流动资产(万元),88817,86449,109060,111047,107022,122682,125252,69794,68091,106522,90333,143670,167515,170393,229771,221190,258905,--,0,207913,144869,55546,54776,60905,
总负债(万元),51012,37387,38860,45231,148075,205181,175375,231715,193303,140362,137336,103837,150556,173750,179067,167091,132372,104123,86971,104408,91482,55400,61659,69750,
流动负债(万元),27920,30037,33271,34183,120709,153542,86375,116866,85868,63191,76638,100619,145669,167188,165630,156699,119247,--,0,104408,91482,55105,50334,59834,
股东权益不含少数股东权益(万元),159377,157321,190513,189742,79288,77374,104131,3618,41347,40338,37077,144106,137661,133968,218025,249430,239167,216070,215159,213098,182291,41988,30341,30341,
净资产收益率加权(%),1.26,-19.13,0.48,0.71,2.37,-29.75,1.6,-165.39,2.37,8.42,-117.48,4.48,0.85,-47.84,-7.84,9.56,9.93,4.41,6.79,25.3,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
