报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.07,0.14,0.17,0.28,0.47,1.02,1.08,0.72,0.64,
每股净资产(元),--,--,--,--,--,--,4.26,3.18,2.47,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.32,0.83,0.91,
主营业务收入(万元),228703,238525,203501,163698,162772,184430,170788,113500,97251,
主营业务利润(万元),35792,39414,28193,25323,21276,25457,23046,15571,13579,
营业利润(万元),4564,8561,7016,6138,6901,12215,12503,8260,7787,
投资收益(万元),1146,352,722,479,522,--,--,--,--,
营业外收支净额(万元),10,-151,-132,30,-203,207,211,288,203,
利润总额(万元),4574,8410,6885,6169,6698,12422,12714,8548,7989,
净利润(万元),3728,5837,5762,4841,5515,9207,9694,6451,5769,
净利润(扣除非经常性损益后)(万元),1669,5269,5413,4467,5286,9052,9549,6237,5617,
经营活动产生的现金流量净额(万元),9649,8350,2895,4764,-20986,-2727,2914,7502,8190,
现金及现金等价物净增加额(万元),-17826,9573,13860,2203,-4968,-691,774,4769,9146,
总资产(万元),399320,399179,355631,292655,230586,189693,145451,113420,93166,
流动资产(万元),283519,281955,254276,223088,209155,171300,127398,95638,76574,
总负债(万元),281982,285707,247536,189387,131447,142137,107103,84765,70962,
流动负债(万元),267238,259337,217477,188277,131447,142137,107103,84765,70962,
股东权益不含少数股东权益(万元),114430,110942,106279,102480,99139,47556,38349,28655,22204,
净资产收益率加权(%),3.32,5.36,5.49,5.19,5.91,21.44,28.94,25.37,29.86,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
