报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.35,0.25,0.14,0.23,0.39,0.35,0.41,0.33,0.3,0.39,0.45,0.42,0.39,0.25,
每股净资产(元),--,--,--,--,--,3.45,4.79,4.5,4.25,7.18,7.33,2.41,2.04,1.72,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.01,0.27,0.3,-0.04,0.33,0.36,0.01,0.21,0.26,
主营业务收入(万元),144646,89259,67491,68143,70962,61658,51977,45584,37947,33066,29120,28191,25439,17914,
主营业务利润(万元),41853,25201,13380,19394,22184,17782,14233,11328,9587,8123,6705,5517,4543,3216,
营业利润(万元),22169,13657,5243,10620,14077,11213,9157,8035,7354,5189,4245,3241,3114,2027,
投资收益(万元),-798,-127,54,93,27,--,--,--,--,--,0,--,--,--,
营业外收支净额(万元),191,32,78,-124,254,1550,852,36,171,194,205,106,37,-1,
利润总额(万元),22360,13689,5321,10496,14331,12764,10009,8071,7525,5383,4451,3347,3151,2027,
净利润(万元),15573,10678,5819,9597,12429,11019,8666,7048,6439,4645,3807,3128,2903,1827,
净利润(扣除非经常性损益后)(万元),14335,9261,4888,9302,12227,9841,8318,7018,6294,4480,3633,3031,2869,1827,
经营活动产生的现金流量净额(万元),10787,6313,4283,1216,402,216,5619,6428,-788,3905,4187,67,1554,1927,
现金及现金等价物净增加额(万元),18929,-9824,2546,1799,-6356,-13120,-16721,-7007,-9960,2488,60704,627,175,280,
总资产(万元),318608,258430,189865,179393,156693,144103,131574,108990,96087,89345,86272,24499,19912,18437,
流动资产(万元),200795,147315,128711,117807,94043,84336,80047,84013,82972,81557,78308,16765,12763,12642,
总负债(万元),100366,68703,47692,39350,27227,30933,28284,11821,6008,4763,5609,6642,4809,5719,
流动负债(万元),90309,59103,34541,28355,18852,22103,23193,9625,5163,4705,4382,5526,3648,4719,
股东权益不含少数股东权益(万元),205649,179548,135330,129972,120041,109794,101445,95443,90079,84582,80663,17857,15103,12718,
净资产收益率加权(%),8.22,7.51,4.38,7.68,10.77,10.47,8.8,7.61,7.38,5.64,16.87,18.88,20.61,15.69,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
