报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.4,0.5,0.62,0.59,0.64,0.77,0.59,0.49,--,
每股净资产(元),--,--,--,--,--,1.92,1.8,1.21,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.93,0.82,0.73,--,
主营业务收入(万元),163500,166943,100508,47859,55064,57640,49425,46828,27155,
主营业务利润(万元),139175,144293,78783,26957,32351,34424,28679,28088,11967,
营业利润(万元),22263,20901,18194,13062,17235,16390,13000,12421,6540,
投资收益(万元),796,1420,1958,1818,1758,84,66,4,0,
营业外收支净额(万元),30,-482,-184,4655,426,2113,2300,1072,706,
利润总额(万元),22292,20419,18010,17717,17661,18503,15300,13493,7246,
净利润(万元),20159,18270,16101,15393,14969,14986,11480,9517,5575,
净利润(扣除非经常性损益后)(万元),13899,10937,11357,9436,13107,13237,9494,9792,--,
经营活动产生的现金流量净额(万元),23561,18587,18901,18227,9888,18150,16077,14261,9823,
现金及现金等价物净增加额(万元),-20414,39556,9270,6185,8414,-3863,4564,244,2830,
总资产(万元),191344,206793,165165,134402,134351,55983,58212,36489,24438,
流动资产(万元),122606,132646,113215,89310,94438,18427,26956,16050,13677,
总负债(万元),59960,68997,35240,17457,22398,18570,23109,12867,11583,
流动负债(万元),40070,50437,34006,16073,20709,16779,21541,12402,11291,
股东权益不含少数股东权益(万元),131383,137796,129926,116945,111952,37413,35102,23622,12855,
净资产收益率加权(%),14.85,13.83,13.07,13.55,19.45,35.18,39.1,52.48,54.87,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
