报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.37,0.67,0.22,0.1,-0.95,0.73,0.7,0.99,0.74,0.43,0.29,0.22,0.15,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.22,4.58,4.24,4.04,3.89,3.79,3.72,3.51,3.47,3.38,3.36,3.29,0.34,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.23,2.16,0.99,0.22,-0.09,0.12,-1.53,0.09,0.12,0.23,-0.11,-0.85,0.44,--,--,
主营业务收入(万元),141756,119559,89035,88305,99033,147974,218124,255411,211053,190150,186910,160725,128192,75118,62213,36036,29487,26962,22795,23464,26766,27012,26641,
主营业务利润(万元),37438,22005,16971,18090,18368,31054,41165,54126,52528,39573,33084,38354,27191,19758,16949,9596,7761,6450,4978,8273,6561,5725,4968,
营业利润(万元),6521,14066,4048,-1446,-25620,6242,10861,14188,12187,7027,4133,4392,3009,692,2946,1760,1790,2001,1710,3753,3366,1593,1450,
投资收益(万元),1662,1245,1457,1941,1552,2219,2509,1373,1010,649,822,359,-338,385,133,-17,158,1303,508,-13,0,0,0,
营业外收支净额(万元),513,389,215,3180,2609,7246,2031,5016,2152,1239,1327,310,--,-11,-243,-132,-177,-91,39,325,--,--,--,
利润总额(万元),7034,14455,4264,1735,-23011,13487,12893,19205,14340,8266,5461,4702,2925,1262,2836,1611,1770,3213,2257,4064,4520,3413,2714,
净利润(万元),6266,11426,3743,1737,-16200,12465,11831,16877,12588,7309,4896,3764,2626,1898,2957,1565,1511,2906,1894,3374,3913,2827,2714,
净利润(扣除非经常性损益后)(万元),5734,7393,1158,-405,-18423,6342,10057,12479,11176,6292,3785,3503,2697,1379,2972,1108,1419,3009,1347,3056,--,--,--,
经营活动产生的现金流量净额(万元),8363,5061,14637,30921,13183,17128,6936,26118,3873,36751,16811,3603,-1577,2028,-25934,1597,2120,3987,-1870,-14390,11627,--,--,
现金及现金等价物净增加额(万元),4162,-3108,12793,-19875,-11623,2434,14628,-14955,-6744,21815,12401,3553,4447,4867,-8514,7446,-4476,-6193,-1452,17212,5041,--,--,
总资产(万元),243305,205220,203875,209201,271369,325491,337996,349018,319632,317398,281868,261745,231791,191577,163305,117378,105513,86924,84435,78439,37786,39999,36879,
流动资产(万元),187907,147802,152478,145010,202894,253444,260696,269386,239230,243657,226077,209526,176396,135998,108962,77007,70956,--,69213,0,--,33299,29911,
总负债(万元),125290,89990,108717,117977,182074,208657,228613,245063,229915,238098,207347,189927,161795,123654,95804,57706,46475,29435,27310,22529,25773,27820,25637,
流动负债(万元),93671,79153,98361,107862,165391,191043,170731,160940,174047,162054,139828,161225,124347,112654,78159,52773,32511,--,22768,0,--,20141,25637,
股东权益不含少数股东权益(万元),118015,115230,105321,101402,99459,119576,110425,103271,88813,77925,72146,68596,66192,64418,63236,59653,59033,57489,57124,55910,12013,12180,11243,
净资产收益率加权(%),5.37,10.35,3.62,1.72,-14.53,10.88,11.09,17.58,15.12,9.71,6.97,5.58,4,2.97,4.81,2.61,2.51,5.02,3.33,9.47,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
