报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.6,0.33,0.43,0.71,0.99,0.9,2.29,1.78,1.05,0.49,--,
每股净资产(元),--,--,--,--,--,3.57,6.33,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.73,2.16,1.21,1.14,0.63,0.81,
主营业务收入(万元),89239,87190,97316,119400,108684,98833,76617,71788,48830,28688,22512,
主营业务利润(万元),34709,30507,29927,42735,35548,33748,27965,24335,13747,7478,5286,
营业利润(万元),27672,16474,17375,28075,25851,24018,19763,15365,8551,3606,3133,
投资收益(万元),593,1738,104,2,78,96,--,--,--,4,-71,
营业外收支净额(万元),100,151,925,2244,1737,1027,335,316,360,381,295,
利润总额(万元),27772,16625,18300,30319,27588,25046,20098,15681,8911,3987,3428,
净利润(万元),24294,13582,15731,25549,23613,21389,17182,13378,7580,3322,2981,
净利润(扣除非经常性损益后)(万元),20142,10254,13882,24104,22294,20544,16935,13171,7388,3215,1660,
经营活动产生的现金流量净额(万元),20337,22996,24060,24048,16078,17580,16237,9096,8572,4242,3256,
现金及现金等价物净增加额(万元),-10617,32774,-2067,4990,-11014,-241,7566,6298,4345,1777,4658,
总资产(万元),267618,262355,255086,179531,162014,148871,84930,72769,46646,36923,23897,
流动资产(万元),220711,232904,219991,143748,151600,139504,76043,63700,40444,34204,22377,
总负债(万元),49225,46453,49485,48726,53885,62623,37418,34939,22196,22927,11115,
流动负债(万元),47409,45179,49387,48677,52599,60576,37418,34939,22196,22927,11115,
股东权益不含少数股东权益(万元),218045,215790,205313,130476,108129,86248,47511,37829,24451,13996,10674,
净资产收益率加权(%),10.91,6.47,11.19,21.63,24.58,28.62,38.57,42.96,38.78,26.93,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
