报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.26,0.36,0.34,-0.3,0.25,0.28,0.33,0.36,0.23,0.5,0.68,0.6,0.71,--,0.15,2.47,
每股净资产(元),--,--,--,--,--,--,--,3.68,3.44,5.53,3.14,3.42,2.02,1.42,0.98,5.18,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,1,0.23,0.58,0.64,0.41,0.03,0.22,0.15,-2.02,
主营业务收入(万元),405839,400544,282158,196293,220974,220272,173550,159752,155494,145594,130823,106592,72238,31247,15894,9387,
主营业务利润(万元),104926,115730,97905,71228,97635,85116,70580,65406,65372,60300,55696,39323,24511,9563,3457,2592,
营业利润(万元),25585,38575,35106,-30137,25222,21707,18355,11170,8135,11879,15714,10630,8018,3636,1254,1007,
投资收益(万元),5140,8582,11509,11313,4669,-3778,2992,3673,2682,1417,282,--,5,-6,-3,--,
营业外收支净额(万元),758,-6,252,1565,653,2154,1120,3759,1666,994,1220,450,--,0,-25,79,
利润总额(万元),26343,38569,35358,-28572,25875,23862,19475,14930,9801,12873,16934,11079,8052,3640,1229,1086,
净利润(万元),23601,32917,30851,-27625,23086,19448,18002,12938,8134,10880,13780,9172,6348,2990,1076,989,
净利润(扣除非经常性损益后)(万元),16650,25547,24644,-35862,22885,17556,16956,9578,5914,9169,12537,8789,6102,2957,1058,820,
经营活动产生的现金流量净额(万元),17820,8025,-45227,-37819,85324,30617,20721,36133,8318,12774,12970,6323,303,1987,1113,-2367,
现金及现金等价物净增加额(万元),-5220,20813,-434,-6139,-927,12840,-11770,14861,11614,18372,-4151,19712,-3680,4688,234,888,
总资产(万元),588440,552259,454244,314843,307705,252623,257864,201735,207981,162172,98357,71724,35772,27637,8876,6852,
流动资产(万元),373094,390655,291996,170004,161223,145686,146297,127005,135896,98524,65718,54207,28330,22730,6463,5667,
总负债(万元),300500,279504,229654,140649,130846,95919,107875,63541,79633,33397,31695,18149,17464,12697,1652,793,
流动负债(万元),293007,272982,222811,135843,127777,92698,103763,59548,76780,30763,31013,17439,17034,12297,1652,793,
股东权益不含少数股东权益(万元),227904,213213,193898,162063,174292,154423,147637,133290,121824,122369,63763,53396,18194,12779,7130,6059,
净资产收益率加权(%),10.19,16.26,17.38,-16.38,14.26,12.88,12.87,10.09,6.6,10.29,23.33,19,41.72,33.01,16.32,61.23,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
