报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),-2.31,-1.02,0.21,-0.12,0.03,-0.2,0.01,0.16,0.16,0.3,0.53,0.42,0.37,0.24,
每股净资产(元),--,--,--,--,--,--,--,--,4,5.92,2.11,1.73,1.31,0.51,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.1,-0.43,0.47,0.39,0.61,-0.21,
主营业务收入(万元),28616,269649,209587,94013,66156,59040,69364,59733,39465,39162,42830,41476,33254,13315,
主营业务利润(万元),-64029,66055,65631,23736,15290,7942,10842,11071,6825,8472,9385,7622,6231,4332,
营业利润(万元),-283133,-106587,33881,4313,1013,-8512,-364,2084,1850,3537,5132,4085,3336,2373,
投资收益(万元),41,9,2137,--,6,57,233,-15,-1,--,0,0,0,--,
营业外收支净额(万元),-2029,-76,-95,-10854,104,230,1158,1028,1216,19,49,112,--,-6,
利润总额(万元),-285162,-106662,33785,-6540,1116,-8282,793,3112,3067,3556,5180,4197,3360,2367,
净利润(万元),-251674,-110727,21763,-4842,1140,-8225,293,2601,2566,3089,4359,3413,2993,1973,
净利润(扣除非经常性损益后)(万元),-251288,-114340,22492,4201,1048,-9184,-1057,1581,1618,3568,4318,3335,2379,1573,
经营活动产生的现金流量净额(万元),-16676,80566,54230,576,-1503,4443,-10728,-5362,-1687,-4696,3861,3218,4953,-1708,
现金及现金等价物净增加额(万元),-6433,-45900,36275,3530,-1423,-14363,3311,3077,-13313,24941,1957,634,2995,109,
总资产(万元),1413618,1593081,1260504,180833,139860,151095,158526,135630,102640,82620,39128,33406,29377,18543,
流动资产(万元),174571,288543,238179,124763,82818,90520,97472,79239,54088,68837,29904,24380,20840,13734,
总负债(万元),1167014,1094806,651667,91523,45755,58163,57376,67556,37203,18115,21924,19339,18724,14382,
流动负债(万元),835507,604661,410372,90492,44810,52850,47792,50956,20564,18115,18924,19339,18724,14382,
股东权益不含少数股东权益(万元),246604,498274,608836,89325,94118,92933,101135,68038,65437,64506,17204,14067,10654,4161,
净资产收益率加权(%),-67.57,-20.01,5.04,-5.28,1.22,-8.48,0.31,3.9,3.95,7.56,28.44,27.62,37.46,59.87,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
