报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.24,0.45,0.42,0.08,-0.21,0.01,-0.08,-0.12,0,0.12,0.12,0.14,0.22,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.56,2.65,2.6,2.59,2.67,2.51,2.62,2.69,2.54,2.21,2.16,2.18,2.12,1.31,1.31,1.31,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.25,0.13,0.46,0.02,0.45,1.31,0.88,0.51,0.79,0.38,0.39,0.44,0.04,--,--,--,
主营业务收入(万元),6915143,6577666,6025015,4185041,1784323,2398525,925019,1010338,1251649,2790598,2278818,2451286,2732109,2214128,2121802,2107435,1562502,1258060,1201659,1191658,1145292,879743,879319,857726,
主营业务利润(万元),635143,793315,738368,452590,18510,168723,8523,-13889,-3751,91545,84365,131026,148231,135002,174956,206431,166471,130739,116346,131116,129578,137969,140962,55948,
营业利润(万元),202446,314422,334946,54720,-162277,-11034,-35112,-54710,-29039,30815,45590,53667,96117,69078,116390,156659,126828,83892,75973,90000,85224,84433,60841,56318,
投资收益(万元),30154,27520,42714,28121,22370,10006,21173,29146,48202,34994,17702,7134,19360,1289,1097,3796,1738,1010,7469,210,0,0,0,0,
营业外收支净额(万元),-2719,1496,-475,5264,1391,1416,1191,1219,12355,1254,-509,340,--,15,-1910,-296,-6448,-3210,-2011,-176,239,--,--,--,
利润总额(万元),199727,315918,334471,59984,-160886,-9617,-33921,-53490,-16684,32069,45081,54007,96486,70430,115578,160160,122118,81770,81525,90086,85463,84434,60841,56318,
净利润(万元),125105,240375,221065,40096,-113662,6264,-22909,-35710,1178,34967,36762,41047,63760,48574,79260,108759,82091,68258,70934,75873,72161,84434,60841,56318,
净利润(扣除非经常性损益后)(万元),123719,237075,220992,37584,-115774,-14795,-25080,-36707,-7395,34917,24723,40603,58695,48204,80213,107088,76264,56178,50809,58813,55959,--,--,--,
经营活动产生的现金流量净额(万元),331863,1245939,933353,786103,75165,310573,38950,32937,-72982,38813,135593,6156,134236,301716,204298,118222,182760,87412,90642,100928,8666,--,--,--,
现金及现金等价物净增加额(万元),-5175,42205,170134,-28966,-9280,-3123,-21293,-68440,-152376,-6526,79627,-192285,-213842,124973,67169,22739,268863,10586,87249,-50461,83324,--,--,--,
总资产(万元),14137093,13510628,13415852,12720594,6653846,6154633,1577147,1611836,1649151,1754930,1850764,1740517,1822088,1692649,1513736,1397900,1294974,1001359,971440,963690,937779,745224,798355,832124,
流动资产(万元),2307626,2194256,2059293,1399708,471921,587646,619094,295671,433398,582910,666584,593998,735695,901758,835862,798084,684771,--,0,0,0,204647,233318,243987,
总负债(万元),10167187,9873360,9764165,9362601,4355020,3764141,831440,831907,856737,914565,1049849,959908,1018699,1101729,893422,755325,684861,485949,467696,455176,447968,488094,541450,575860,
流动负债(万元),7290584,6908875,6059289,5280400,2794966,2575306,627939,498846,483687,543093,684469,585117,654808,555237,436949,359845,299640,--,0,0,0,188446,225176,238492,
股东权益不含少数股东权益(万元),2702868,2534785,2641968,2438143,2330640,2354899,711428,734401,758651,786171,771151,767358,793012,579380,604458,622530,587463,509773,499049,503538,489811,257130,256905,256264,
净资产收益率加权(%),4.77,9.29,8.7,1.66,-4.84,0.28,-3.17,-4.78,0.15,4.48,4.76,5.26,8.4,8.37,12.87,18.08,14.33,12.8,13.61,14.38,22.13,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
