报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.13,0.06,0.1,0.2,0.29,0.31,0.65,1.14,0.55,0.31,0.17,0.02,0.21,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.81,2.32,1.99,1.82,1.8,1.41,2.01,2.94,3.55,3.37,1.75,1.47,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.6,0.39,0.75,0.38,0.62,-0.38,-0.12,0.22,0.61,0.32,0.35,0.19,--,
主营业务收入(万元),451831,304821,354705,310665,112965,94220,98263,97092,107368,61132,58912,58582,56744,46312,39805,45200,30307,18914,17796,16611,13266,
主营业务利润(万元),63197,43638,50431,48691,23204,22891,24118,24786,25799,11052,9837,5978,11770,4065,691,10016,5740,4485,4210,3948,2807,
营业利润(万元),14812,5907,1740,6724,7886,12432,14946,14661,14133,2602,2158,-3232,2654,-3861,-8002,4151,2523,2031,2119,2053,1152,
投资收益(万元),-983,--,--,--,26,6,11,-214,3,3,3,-5,11,1,-99,0,1,0,0,0,0,
营业外收支净额(万元),233,1172,10877,6597,7267,794,2245,2017,796,1559,149,3643,--,-2535,-1245,36,7,27,0,0,--,
利润总额(万元),15044,7079,12617,13322,15153,13227,17191,16678,14929,4161,2307,411,2891,-6201,-9314,4189,2531,2058,2110,1867,1148,
净利润(万元),9651,4308,7741,7556,11123,10962,14482,13291,6389,3627,2009,225,2475,-6845,-9839,2855,1645,1407,1387,1169,769,
净利润(扣除非经常性损益后)(万元),2042,-8131,-2302,1990,5887,10426,11475,11707,1839,1791,1889,-3382,2193,-5875,-9506,2760,1640,1461,0,0,--,
经营活动产生的现金流量净额(万元),7127,1107,-10207,6635,5097,2243,11533,5393,-7075,4554,8805,4457,7254,-4409,-1441,2630,5460,2925,1753,959,--,
现金及现金等价物净增加额(万元),2295,-9888,12878,-33701,17037,-34639,65503,-1109,-10498,-6217,10021,1104,-544,-4713,-7113,-1671,-9286,21631,1377,2868,--,
总资产(万元),691569,602074,526640,487314,460127,243149,213204,106482,102993,81951,83555,74097,77188,70699,75041,82324,71934,46674,22160,20514,--,
流动资产(万元),440246,381214,321945,292627,285267,133387,142821,69883,69527,32492,34922,27372,27061,24913,27807,36871,29731,0,14976,0,--,
总负债(万元),419636,343212,273704,240352,223537,70456,50156,48411,57020,49966,55686,47808,51137,49454,47318,45405,37785,14339,11620,11547,--,
流动负债(万元),320329,309603,192813,199793,214420,60290,41248,40524,55497,47323,41451,46573,48302,42769,38133,38020,37785,0,10720,0,--,
股东权益不含少数股东权益(万元),249021,240249,237079,233746,226190,170986,161580,51522,32910,27101,23269,21260,21035,16534,23493,34379,31976,30331,8731,7344,--,
净资产收益率加权(%),3.95,1.8,3.26,3.29,6.17,6.6,11.07,30.54,19.46,14.34,9.02,1.06,13.73,-34.1,-34.23,8.7,0,4.51,17.25,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
