报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.22,0.21,0.27,0.23,0.2,0.43,0.15,0.14,0.14,0.14,0.08,0.06,0.03,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.13,2.07,2.27,1.94,3,1.45,1.76,2.18,4.36,3.31,3.18,3.07,2.98,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.68,0.5,-0.01,0.35,0.68,0.24,0.29,-0.4,-0.57,0.31,0.35,0.12,0,--,--,--,
主营业务收入(万元),113657,110511,108284,100938,90459,206212,228455,221067,176825,144632,100656,138579,133531,107691,115575,136798,93324,54282,49224,40880,28402,27237,29947,27072,
主营业务利润(万元),35569,42957,42769,43069,39205,45334,42199,43227,36968,27742,16821,24107,18763,13236,18404,24759,25681,16662,15301,9163,8794,8986,7223,6754,
营业利润(万元),12713,13213,15577,13608,12956,8785,10710,12003,10264,4233,3076,1538,495,-7795,3133,-579,7116,9877,9432,5901,6786,6225,4360,2864,
投资收益(万元),2022,1307,1509,2676,406,3012,395,492,818,880,8111,187,116,-7035,-16040,-2050,74,555,924,693,-8,0,0,0,
营业外收支净额(万元),-43,-100,-71,2458,1250,18051,3675,1147,1333,5183,2002,968,--,-1170,-3319,-14,-135,-92,-85,62,30,0,0,0,
利润总额(万元),12670,13113,15505,16066,14205,26837,14384,13150,11597,9416,5078,2505,1819,-15034,-15410,-1519,7463,10440,10271,7412,6808,6212,4373,2760,
净利润(万元),9232,8803,11445,9866,8411,18245,6516,5917,5806,5777,3360,2383,1275,-13461,-14990,983,6162,9628,9254,7412,5708,5043,3730,2593,
净利润(扣除非经常性损益后)(万元),1499,9085,10120,8048,7441,-266,4071,5017,4719,2116,-4699,1940,413,-13805,-15682,1242,5930,9131,8336,5532,5653,--,--,--,
经营活动产生的现金流量净额(万元),7440,1843,11632,18892,22038,6045,9557,12502,28645,21038,-331,14750,28574,9973,12214,-16806,-11992,5821,6699,2255,82,--,--,--,
现金及现金等价物净增加额(万元),1080,832,-5192,10619,-6691,-20244,11458,-7376,17641,1852,-2698,4325,11158,-10121,-15671,17394,-141,5869,2813,-17192,24447,--,--,--,
总资产(万元),218308,201603,181865,178725,167315,157210,247121,199508,186857,145760,156492,141371,195850,127331,153492,347337,182478,123088,87857,91770,68550,25669,27633,27977,
流动资产(万元),103034,61931,49188,49467,44940,55925,133625,106824,105768,69342,63098,64876,69681,60065,76887,184562,96398,--,0,--,0,15702,17377,14357,
总负债(万元),92334,103472,84925,88523,59688,48066,112919,80271,84269,48995,52396,52866,62716,61062,72918,203793,76468,46826,26509,33388,11879,13312,15567,17021,
流动负债(万元),45566,50796,55372,60338,42525,25720,103409,73934,81950,46701,36283,41397,50895,45817,71763,157470,72453,--,0,--,0,13312,15567,17021,
股东权益不含少数股东权益(万元),109485,85968,84759,78409,90788,94625,108048,100003,89682,87387,95679,81919,126729,61129,74353,91968,92074,62878,60362,58383,56670,12357,12066,10956,
净资产收益率加权(%),9.08,10.31,14.03,10.38,9.07,17.26,6.31,6.39,6.43,5.85,4.79,2.06,1.35,-19.91,-17.75,1.09,7.42,14.77,14.69,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
