报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.44,0.31,0.12,-0.15,0.06,0.03,0.34,0.36,0.78,0.07,-0.16,-0.12,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,2.04,4.32,1.83,1.77,1.94,2.11,2,2.4,2.31,2.29,2.4,2.81,2.97,2.93,1.91,1.69,1.24,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,1.27,-1.6,0.35,0.08,0.61,0.21,-0.28,-0.32,0.01,0.26,-0.13,0.07,-0.53,0.08,-0.13,--,--,--,--,
主营业务收入(万元),416699,459220,274929,776389,347349,232303,279129,306259,263727,37374,51973,53413,54842,50370,16356,9447,13071,18582,27680,31309,12075,8961,8429,7143,6016,6013,
主营业务利润(万元),143461,144531,72329,36353,38452,29841,68195,84282,59962,3996,-248,-709,2405,1920,1868,3010,3957,4994,9801,12428,4862,4037,1829,1266,656,1129,
营业利润(万元),83040,73886,30391,-3582,12498,11102,51855,60701,43631,2128,-3275,-2717,1772,1361,166,748,-301,-4409,881,4966,3167,1875,1926,1322,749,1129,
投资收益(万元),11612,-4538,-1674,3858,-1607,735,-513,-923,-1110,--,112,--,0,9,832,-192,-671,-889,-610,-532,-17,86,0,0,1,1,
营业外收支净额(万元),701,-558,-200,-79,-0,-2365,-1004,1866,1250,-25,-2,581,--,0,-21,-4,-0,7,-37,25,26,0,0,-3,--,--,
利润总额(万元),83741,73328,30192,-3662,12497,8737,50852,62566,44881,2103,-3277,-2135,1772,1371,976,574,-952,-5117,464,4593,3890,2308,2319,2099,1938,1931,
净利润(万元),58836,41128,15568,-19947,7754,3709,36820,38731,32406,1107,-2617,-1905,1737,1371,1204,376,-971,-4582,215,3094,2624,1699,1670,1578,1392,1403,
净利润(扣除非经常性损益后)(万元),53240,31714,12537,-22949,6364,4194,33643,36793,30343,1001,-2615,-2200,1606,1355,1009,362,-1062,-4582,215,3094,1502,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-51925,357829,805,258496,210819,-97012,-67764,136426,-66862,5597,1289,9709,3411,-4445,-4092,122,3263,-1682,854,-6685,978,-1031,--,--,--,--,
现金及现金等价物净增加额(万元),72996,14461,-47835,71277,-64110,75998,-30893,16890,25984,-1594,5996,-2336,1213,1470,1110,-3306,2354,-4776,-328,-3264,12168,-1352,--,--,--,--,
总资产(万元),3769060,2404503,1766556,951829,1376799,1368507,1132467,1069218,1080806,37746,55731,47473,47713,44603,36562,50164,49921,50379,74889,79481,63774,25084,19723,12678,12355,12039,
流动资产(万元),3414028,2116359,1520593,891642,1331788,1324773,1099381,1034422,1051841,23284,25605,16383,38804,33808,24323,10977,31015,0,--,0,42687,14352,10950,6754,6050,6136,
总负债(万元),3216673,1940817,1373527,576827,983390,980069,859410,758671,774079,8548,21351,9745,14187,12850,6069,15502,19862,18512,35165,34609,24369,8842,5983,5569,6825,7242,
流动负债(万元),2611788,1657883,1031941,401483,688320,597123,607838,463618,457289,8548,21351,9745,14187,12850,6069,11377,17694,0,--,0,18866,6078,4748,4452,6422,6673,
股东权益不含少数股东权益(万元),464883,412004,372955,357442,378241,374064,260231,218632,180364,29197,28199,30861,33526,31753,30411,29250,29042,30450,35573,37675,37174,15283,13564,6926,5348,4679,
净资产收益率加权(%),13.41,10.49,4.25,-5.42,2.06,1.43,15.46,19.49,19.75,3.85,-9.28,-4.49,5.32,4.41,4.03,1.29,-3.29,-13.99,0.61,8.29,16.01,11.78,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
