报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.04,-2.21,0.27,0.39,0.27,0.21,0.22,0.41,0.98,0.77,0.5,0.59,
每股净资产(元),--,--,--,--,--,2.95,3.62,3.4,3.23,2.41,1.5,1.28,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.17,-0.4,-0.2,0.49,0.9,0.34,0.63,
主营业务收入(万元),248572,257863,258246,182095,118443,91060,70524,61444,52203,42255,36004,27725,
主营业务利润(万元),34617,29940,55787,39649,24151,20163,16766,18798,17319,13803,10860,7445,
营业利润(万元),1486,-196171,25916,19218,6467,5367,4208,7459,7344,5360,3706,2191,
投资收益(万元),14707,347,46,322,-384,331,--,3,-231,1,-27,-22,
营业外收支净额(万元),-272,-1999,139,808,262,121,206,896,170,175,85,1065,
利润总额(万元),1214,-198169,26055,20026,6729,5488,4414,8355,7513,5535,3792,3257,
净利润(万元),3172,-196945,23133,17074,6259,4752,3853,7037,6438,5050,3277,3116,
净利润(扣除非经常性损益后)(万元),-15289,-201851,22401,15861,6065,4674,3689,6280,6514,4909,3205,2050,
经营活动产生的现金流量净额(万元),24132,-10616,7393,10244,10446,3811,-6983,-3528,3223,5948,2256,3319,
现金及现金等价物净增加额(万元),42575,-49821,-30511,83188,5026,-3009,-14624,26453,901,6083,-487,3512,
总资产(万元),254854,251061,455205,325141,108841,96515,82122,74586,30477,24881,14253,13850,
流动资产(万元),209722,193579,233166,213931,90973,78726,71193,70113,27360,21869,11869,11892,
总负债(万元),80642,98457,99330,88992,36067,28975,18416,14733,9134,8952,4325,7095,
流动负债(万元),80342,96467,98127,88489,35644,28504,18392,14622,9033,8889,4198,6956,
股东权益不含少数股东权益(万元),175746,154359,356028,235736,72692,67578,63706,59852,21324,15876,9893,6714,
净资产收益率加权(%),2.01,-77.3,7.58,8.75,8.94,7.25,6.24,14.64,35.32,39.31,39.46,60.43,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
