报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.76,0.63,0.47,0.35,0.34,0.3,0.49,0.43,0.32,0.5,0.46,0.01,0.19,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.99,4.82,4.46,2.35,2.44,2.34,2.38,3.4,6.61,5.55,2.07,2.25,1.88,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-2.06,0.31,1.59,0.23,0.32,0.31,0.21,0.74,0.83,0.79,0.74,0.3,--,
主营业务收入(万元),777696,675831,628922,607538,432348,527465,455706,367691,336264,270091,239554,85864,98377,95628,106849,89659,82023,100701,88065,87858,54751,
主营业务利润(万元),209748,144791,88711,91657,61478,69476,92754,66714,55029,41031,52759,9763,11358,18510,21350,21490,19414,25814,19287,14453,8999,
营业利润(万元),172279,110317,66256,62889,36841,43152,59175,38507,29595,47025,48017,-65,8599,10122,14724,14243,13772,17723,13123,8339,4863,
投资收益(万元),3941,2636,2208,37,879,896,922,3599,7,21171,1632,-632,6076,2031,1443,-245,209,833,259,226,530,
营业外收支净额(万元),-39,-1027,540,1039,1975,224,-140,13714,12581,4966,377,443,--,26,-283,-152,172,-518,0,0,-198,
利润总额(万元),172240,109290,66796,63928,38816,43376,59034,52220,42175,51991,48394,378,9225,13175,16867,14162,14572,18646,13332,8327,5218,
净利润(万元),78134,66179,49357,37153,27090,24066,39235,34362,25344,39394,36461,367,8450,8966,12101,9675,10553,12589,8705,6268,3933,
净利润(扣除非经常性损益后)(万元),64732,54279,29390,27103,17651,18533,35188,20066,13012,18424,35953,2276,5208,7897,11532,9259,10005,12667,0,0,--,
经营活动产生的现金流量净额(万元),415449,153637,91307,7512,18724,-96286,-121928,-76741,-163973,24689,126643,10197,13909,13500,8990,21493,12194,11607,8026,3236,--,
现金及现金等价物净增加额(万元),104803,1352,35938,-62331,111447,-44318,25069,34804,-84016,119686,86547,-2149,8084,-20882,-1757,5138,2150,27316,-2624,9692,--,
总资产(万元),3075132,2719763,2208232,1933021,1839209,1603444,1448530,1143258,999114,906759,599178,140489,130337,128431,123840,121477,121323,116581,76142,73067,50809,
流动资产(万元),2508137,2288995,1711012,1426053,1461943,1493106,1373691,1066193,897959,812883,508471,57991,58507,57046,75666,73901,77250,--,--,0,28642,
总负债(万元),2124230,1856013,1391292,1130349,1141313,1103739,968934,695966,583564,509433,232307,36149,22040,25618,19068,21748,23988,34919,53222,46043,28355,
流动负债(万元),1758438,1454867,767842,612108,728977,769449,577767,484746,421974,456271,209565,29057,16436,20270,13720,16247,18487,--,--,0,20523,
股东权益不含少数股东权益(万元),843750,781780,776622,758993,662317,465048,452805,424106,396802,383351,355130,103117,106814,102378,104395,99441,96636,81089,22342,24359,20344,
净资产收益率加权(%),9.54,8.49,6.51,5.32,5.71,5.24,8.95,8.37,6.5,10.68,9.7,0.35,8.02,8.23,11.07,9.53,12.22,22.71,30.31,26.7,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
