报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.2,0.22,0.61,0.47,0.72,0.1,0.1,0.1,0.18,0.18,0.43,0.47,0.48,--,--,
每股净资产(元),--,--,--,--,--,--,--,3.03,3.85,3.77,3.79,3.47,1.38,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.25,0.13,0.25,0.44,0.29,0.62,--,--,
主营业务收入(万元),120252,115947,180878,103672,60292,30062,36642,30657,36132,31562,39649,31286,25728,18487,14654,
主营业务利润(万元),58650,49058,64112,48473,38196,9235,10209,9221,11259,10653,13727,11291,10557,7562,6295,
营业利润(万元),16286,16266,36716,26326,23263,833,1321,624,2292,2009,6541,5620,5517,4342,4215,
投资收益(万元),887,1846,12,274,--,125,--,--,--,--,0,--,--,33,--,
营业外收支净额(万元),555,2062,882,1738,676,1330,796,1581,848,1188,796,--,59,64,220,
利润总额(万元),16841,18328,37598,28065,23939,2162,2116,2205,3141,3196,7337,6528,5577,4406,4435,
净利润(万元),15099,16402,30646,23705,20330,1838,1855,1906,2681,2561,6207,5641,5285,3768,4116,
净利润(扣除非经常性损益后)(万元),13570,12615,29158,22117,20167,789,1301,933,1986,1661,5821,5148,5210,3717,3929,
经营活动产生的现金流量净额(万元),18509,43379,-25866,-13066,10500,1450,4012,4701,1914,3666,6460,4222,6725,2830,4441,
现金及现金等价物净增加额(万元),-7443,-995,14103,-23720,44989,-3410,2954,2295,-9786,-6584,-4304,23798,-336,227,2462,
总资产(万元),384227,404970,317275,227507,203252,76751,81186,82660,80579,81822,75170,70941,36547,24641,19534,
流动资产(万元),237838,285949,261709,172619,146366,39360,41747,41109,37717,47362,46504,50195,18989,16577,13720,
总负债(万元),143287,170177,99187,39669,35293,17685,23011,25391,24493,26962,19961,20477,21460,7954,6955,
流动负债(万元),52979,97659,96932,36781,31757,14503,19284,21508,20064,21972,13941,15314,16293,7940,6945,
股东权益不含少数股东权益(万元),240316,228058,217650,187195,167586,59066,58174,57269,56086,54860,55209,50457,15080,16682,12579,
净资产收益率加权(%),6.43,7.38,15.14,13.39,32.94,3.14,3.21,3.37,4.84,4.67,11.8,20.28,33.33,27.38,39.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
