报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),1.59,0.84,0.74,0.21,0.23,0.72,0.6,0.37,0.7,1.03,0.94,0.45,0.01,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.01,5.4,4.45,2.68,2.3,2.21,2.19,2.17,1.91,1.8,1.58,2.43,2.72,2.47,1.85,2.6,1.63,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.92,1.32,2.16,1.26,0.61,0.44,-0.08,0.07,0.18,0.32,0.18,0.11,0.06,-0.09,--,--,--,
主营业务收入(万元),693133,577476,596897,511447,484254,614697,581303,424822,362542,298675,245836,182264,125686,99537,77147,71027,46132,38282,26683,27429,24352,22411,21135,16790,14911,
主营业务利润(万元),245204,183716,177987,138891,102117,176913,167516,87248,107561,103507,101496,68222,31665,23771,18481,20268,14650,12829,8780,9868,6538,6507,2005,2044,1229,
营业利润(万元),147191,91431,69210,13396,5382,52449,49697,9219,35779,52927,42694,19178,-820,198,248,4114,4446,5510,4828,6198,3746,3362,2198,2242,1568,
投资收益(万元),1257,-698,18,249,17471,6057,9400,6124,7519,3369,--,1734,--,-539,-432,-1195,82,-31,128,5,361,0,255,590,0,
营业外收支净额(万元),5891,-7778,-2807,5221,10688,16582,17874,13089,9135,8211,11840,7198,4582,-466,-341,-201,-277,-343,-25,-36,437,0,0,0,--,
利润总额(万元),153081,83654,66403,18617,16070,69031,67571,22308,44914,61138,54534,26376,3763,2970,1510,4232,5214,5279,6181,6666,5151,3745,2795,3002,1606,
净利润(万元),123415,65477,57469,16658,17922,56190,46470,17354,33249,49133,40800,17646,545,825,586,2733,3958,4126,5206,5489,4151,2916,1936,2552,1076,
净利润(扣除非经常性损益后)(万元),108114,68576,53372,16308,6025,56246,46387,16152,31512,48945,40427,17517,2517,550,-51,2489,4168,4347,3982,4989,3543,--,--,--,--,
经营活动产生的现金流量净额(万元),201807,127711,101811,85683,64203,93120,97787,67421,43853,62754,102711,49676,24299,17479,-3168,2745,7198,11113,6170,2350,720,-1088,--,--,--,
现金及现金等价物净增加额(万元),-10638,-28656,29025,-17868,20706,-7096,-34515,-6141,29763,-18371,39887,16639,3083,9325,-3651,3355,-2672,-4527,-9654,20365,189,2707,--,--,--,
总资产(万元),1070268,970142,1014093,1066416,1084028,1083747,1093248,1012968,873102,650615,461838,333000,292777,243737,219512,187390,157931,116003,97291,80849,58184,54916,42220,30808,17112,
流动资产(万元),224068,194491,238697,254963,235819,227277,249385,252725,282250,170204,169145,120850,85374,74644,62931,50808,44187,0,0,0,0,27868,19194,21381,8391,
总负债(万元),321911,337311,423860,511635,527822,558047,625385,606686,564839,367968,230651,213116,174270,144298,121521,93753,80827,49599,36800,22701,19188,19292,17263,12582,9872,
流动负债(万元),255491,291239,327913,338091,315270,332773,426099,397814,320500,154425,102935,191152,148894,111739,106433,58217,37656,0,0,0,0,19292,17263,11721,9108,
股东权益不含少数股东权益(万元),680246,575761,533861,487414,480939,479073,415201,370425,285197,256611,211262,105921,91199,87685,86829,85932,66125,62351,54795,52611,34254,31116,20684,18226,7240,
净资产收益率加权(%),19.71,11.77,11.24,3.43,3.72,12.81,11.82,5.97,12.32,21.09,25.95,17.91,0.6,0.95,0.68,3.35,6.29,7.31,9.44,13.66,0,10.55,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
