报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.08,-0.2,0.22,0.41,1.02,0.43,0.12,0.07,0.07,0.51,0.66,0.07,0.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.85,2.81,2.3,1.71,1.64,2.87,2.84,2.88,2.88,2.82,2.81,2.72,2.35,2.69,2.4,2.33,2.63,2.56,1.86,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.13,0.2,0.3,0.51,0.31,-0.48,-0.26,-0.36,0.28,-1.2,-0.11,-0.34,0.19,-0.09,--,--,--,--,--,
主营业务收入(万元),151927,97855,117481,2858,2602,4020,12905,9479,9560,8827,16201,8670,25596,25014,41345,42815,32899,22380,22997,16301,16191,13997,15335,11838,10732,9198,8825,
主营业务利润(万元),20681,-12831,29136,4140,5405,2551,5608,4390,4088,3510,6587,3473,4650,4516,9559,11059,8855,5549,5647,2182,3549,3455,1936,1670,1207,1007,778,
营业利润(万元),20681,-12831,29136,66143,155547,52567,9721,3556,3063,16048,21526,2939,8376,-3201,1039,4026,3812,2329,3010,1538,1489,2674,2558,2073,1601,1116,779,
投资收益(万元),102663,92123,100668,64326,124080,69528,12812,4756,4255,16812,21698,6433,14496,3381,237,-1799,-1309,-390,128,4756,674,331,1183,343,343,343,171,
营业外收支净额(万元),106,-3527,1501,-1872,14,1259,268,102,37,79,-67,95,150,588,-131,-228,-104,381,-223,-44,47,0,0,0,--,--,--,
利润总额(万元),20787,-16358,30637,64271,155561,53826,9989,3657,3100,16127,21459,3034,8526,768,1144,1999,2398,2320,2915,6666,2210,3104,3842,2454,1950,1489,1056,
净利润(万元),7058,-18117,19428,36556,91322,38676,5288,2359,2183,15466,20003,2135,8574,728,254,655,818,1235,2357,5654,2245,3677,3270,2431,1926,1476,1045,
净利润(扣除非经常性损益后)(万元),-2036,-15970,17425,37387,91298,17734,4933,2273,2320,15457,16465,-4438,-5624,-5330,-1728,850,877,980,2547,410,1885,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),254302,183089,-401085,-144569,113310,154144,28245,3272,3849,5958,9081,15496,9338,-7286,-3979,-5497,4249,-18259,-1623,-5112,2898,-1117,--,--,--,--,--,
现金及现金等价物净增加额(万元),199991,2174,-180506,-90053,270794,189308,135638,132879,4690,-274,2674,-1381,-10600,7718,4564,-19601,4983,4341,8259,1451,5026,-1505,--,--,--,--,--,
总资产(万元),2730594,2991446,3334106,2616800,1986513,1519909,1028583,271292,134112,127653,119605,112585,127153,131293,172239,167702,158772,127976,71869,57638,53592,49989,45592,33796,20816,18061,13754,
流动资产(万元),--,--,--,2122229,1531815,1130345,507765,142125,9337,4373,13776,88981,103755,83495,113161,104467,103206,0,0,0,0,18900,17923,13037,10193,9862,5923,
总负债(万元),2207063,2463157,2781325,2080066,1485999,1121521,666093,46592,44842,39690,47221,54170,58075,84659,120853,116791,107857,82669,27008,--,17618,15551,14834,17950,10161,7697,6154,
流动负债(万元),--,--,--,1641285,1243804,927642,497065,3886,22400,3879,13164,26576,29132,49517,72210,82203,71681,0,0,0,0,11969,10016,10992,8474,5509,3906,
股东权益不含少数股东权益(万元),334230,344773,371598,365826,338145,255869,221666,222070,86797,85584,70144,52085,49950,43733,43307,43811,43917,42895,42726,41387,35761,34178,30501,15582,10339,10050,7308,
净资产收益率加权(%),2.03,-5.06,5.24,10.39,30.74,16.49,2.37,1.78,2.52,19.86,32.84,4.18,18.78,1.67,0.58,1.49,1.86,2.85,5.54,0,6.48,11.37,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
