报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.06,-0.57,0.05,0.34,0.06,-0.13,0.1,0.04,0.03,0.06,0.14,-0.33,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.21,-0.23,-0.32,-0.46,-0.13,-0.06,0.61,0.53,1.62,1.39,1.02,0.54,2.02,2.47,2.22,3.9,3.49,3.64,4.53,2.12,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.07,0.15,-0.1,0.21,0.47,0.13,0.94,0.2,-0.07,0.17,0.22,-0.15,0.2,0.03,--,--,--,--,--,--,--,--,
主营业务收入(万元),4202,4244,3964,3886,9896,19810,21435,31266,16534,14329,13331,15899,18531,19374,35059,13568,33449,22732,33972,5215,15636,31037,17376,12005,5748,10684,17296,13972,7658,--,
主营业务利润(万元),2775,2839,2622,2423,7123,9495,13249,13066,12051,10415,9680,11663,12489,10411,12974,7723,15415,13435,9780,356,4958,11011,843,50,-2783,-741,2297,2107,583,--,
营业利润(万元),4079,-5265,665,9115,1262,-2874,1578,1149,962,-1023,-6371,-6259,-95,-6633,1412,-7927,5299,3134,2444,-10714,-2940,2172,2294,345,-2058,1079,3417,2107,986,--,
投资收益(万元),-905,808,2237,13058,2006,--,--,--,--,--,--,-242,4878,-221,-1267,-707,-783,-36,1336,-7088,2918,2257,1706,1577,2438,1631,530,356,0,--,
营业外收支净额(万元),45,-14850,-483,-95,263,-288,660,-44,97,3432,8589,-216,--,-3695,486,-7901,-1674,-1050,-1667,-44,-30,--,0,0,0,0,-132,--,--,--,
利润总额(万元),4124,-20114,182,9021,1525,-3162,2238,1105,1059,2409,2217,-6475,1109,-10550,631,-16534,2842,2049,2114,-17845,149,4626,3642,3258,837,3069,3816,2428,1001,--,
净利润(万元),2229,-19621,1645,7802,1400,-3019,2327,873,570,1186,2613,-6123,1155,-9152,830,-14159,1497,2195,1534,-17215,158,3571,3235,3027,563,2673,3147,1844,761,--,
净利润(扣除非经常性损益后)(万元),31,-2460,-299,-1554,1156,-2696,-2707,893,473,-3554,-5976,-5626,-3761,-5236,-344,-11035,2093,3187,1864,-10136,-2842,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-3180,-687,227,-2416,23736,1260,19286,-24941,-1698,2787,-1849,3822,8703,2404,13486,2821,-1048,2417,3144,-2181,2812,488,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),3714,-223,-4956,-16023,14418,-5324,1220,1016,9780,-2164,-16741,1688,16328,1144,-124,-2212,2355,-4392,6850,-1818,-4784,3606,--,--,--,--,--,--,--,--,
总资产(万元),53369,38571,44268,51437,48036,68093,65751,78565,36242,33242,36327,61065,73718,80588,85429,104842,111768,115092,110217,95189,110573,109996,79176,60107,52081,45666,31354,13225,7548,4908,
流动资产(万元),39157,12540,19334,24266,28799,46039,42177,58299,14584,9821,10927,28933,30309,29485,38288,54209,52449,64529,69824,0,0,60081,32934,20245,18564,20075,19230,8359,5194,0,
总负债(万元),32089,19148,5225,7714,10753,32296,30427,48680,7010,36518,41773,68553,74554,78875,74579,95328,85331,89003,91457,81392,77343,66769,41961,28115,23774,13879,11327,7556,4243,3739,
流动负债(万元),4178,4216,5196,7668,10753,31182,30427,48680,7010,33746,38701,63103,70113,77869,73107,93237,73240,86896,91338,0,0,65345,39525,27807,23746,13879,11327,7556,4243,0,
股东权益不含少数股东权益(万元),20935,19071,38692,37047,36921,35490,34699,28815,27942,-4305,-5844,-8457,-2334,-1050,8789,7654,23300,19893,14622,7749,28958,35507,31936,28701,25674,26809,19613,5391,3245,0,
净资产收益率加权(%),11.04,-67.94,4.34,19.13,3.87,-8.61,7.42,3.08,3.94,--,--,--,0,0,10.09,-91.51,6.81,12.24,28.6,-93.79,0,--,--,0,0,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
