报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.68,1.83,1.65,1.3,0.22,1.02,1.09,--,
每股净资产(元),--,7.93,6.73,5.41,4.14,4.02,3,2.93,
每股经营活动产生的现金流量净额(元),--,2.28,1.98,1.1,0.05,1.01,0.96,1.34,
主营业务收入(万元),110360,113028,89577,68444,51197,83806,59287,36961,
主营业务利润(万元),29612,28599,25753,20653,12643,21757,16714,11868,
营业利润(万元),11771,13033,12082,7963,956,6919,7042,6294,
投资收益(万元),130,-949,66,185,8,7,47,29,
营业外收支净额(万元),875,235,-176,1390,953,105,423,270,
利润总额(万元),12646,13267,11906,9353,1909,7024,7465,6564,
净利润(万元),11874,11659,10495,8272,1428,6129,6520,5759,
净利润(扣除非经常性损益后)(万元),8954,10090,9366,6968,595,6031,6121,3770,
经营活动产生的现金流量净额(万元),13930,14485,12629,7031,296,6454,5790,5861,
现金及现金等价物净增加额(万元),46076,-4470,3719,3676,1018,1642,-1151,1686,
总资产(万元),152356,84177,68886,57585,46303,62199,53957,32040,
流动资产(万元),100694,51217,47885,38317,26765,47155,41103,24082,
总负债(万元),39508,33678,26019,23132,19956,36594,35984,18845,
流动负债(万元),34338,29576,25078,22081,18973,35901,35386,18234,
股东权益不含少数股东权益(万元),112848,50499,42867,34454,26348,25605,17973,12857,
净资产收益率加权(%),16.2,25.35,27.43,27.13,5.55,28.13,42.3,60.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
