报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.75,-0.49,0.31,0.14,0.12,0.22,0.2,-0.44,0.21,0.43,0.44,0.43,0.39,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,0,3.37,4.87,3.61,3.8,3.55,3.96,5.86,3.89,3.28,2.65,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0,0.4,-0.76,0.7,0.26,0.52,0.09,-0.46,0.48,1.14,0.36,
主营业务收入(万元),444554,404190,404882,256891,223140,201562,202144,181733,215439,175740,104201,98440,83927,85010,48096,37456,31938,34423,
主营业务利润(万元),73728,46998,60703,46259,42944,42306,41609,32715,38709,32912,28184,25523,20322,17783,13310,10310,10490,11663,
营业利润(万元),40419,-27008,16058,3770,5083,9542,8056,-22662,7595,11952,12158,9686,8269,7287,5563,5176,5309,5792,
投资收益(万元),13091,-3981,2008,-529,-538,-381,877,-1228,1113,1190,262,841,671,306,-638,475,723,447,
营业外收支净额(万元),-2592,159,-679,2496,783,1160,1345,-177,2262,1579,535,450,0,-64,-29,-51,-79,0,
利润总额(万元),37826,-26849,15379,6267,5866,10703,9401,-22839,9857,13530,12693,10135,9161,7547,4898,5611,5968,5500,
净利润(万元),35311,-21906,13078,6042,4796,9256,8154,-18167,8794,11545,11001,8843,7871,6671,4504,5208,5131,4878,
净利润(扣除非经常性损益后)(万元),16432,-26311,7572,3786,3892,8170,6792,-17494,7085,9548,10464,8675,6791,6339,4140,0,0,0,
经营活动产生的现金流量净额(万元),33457,13931,10610,17287,17429,13956,23266,13450,16476,-21143,17949,5352,10316,1418,-4586,3377,7946,2533,
现金及现金等价物净增加额(万元),10505,26355,-9484,-12132,200,-7614,3038,-5596,-282,21497,5127,3952,651,-10335,7388,-577,1219,-806,
总资产(万元),423777,480582,416481,300435,287750,256909,261899,242542,278872,272573,177740,157952,140414,113213,93778,59576,43879,39255,
流动资产(万元),266407,236243,210476,156948,155090,137521,145201,130229,166068,170482,81098,70884,60355,54649,53527,34291,26598,27158,
总负债(万元),230752,309208,266735,158965,154809,125290,137216,122497,136808,134513,82438,77567,66642,48157,34653,32315,20925,20726,
流动负债(万元),188409,224117,172116,129887,113559,99721,114974,75972,111652,99221,50200,53257,38357,46995,32352,30507,16833,16788,
股东权益不含少数股东权益(万元),192850,165609,143916,134345,131186,129452,123763,119087,140565,135234,92426,77656,71011,63365,58635,27261,22954,18528,
净资产收益率加权(%),19.49,-14.18,9.42,4.55,3.7,7.33,6.73,-13.99,6.39,9.73,13.04,11.75,11.75,10.97,9.86,20.38,24.75,29.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
