报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.52,0.03,-0.22,0.15,0.14,0.02,0.12,-0.84,0.02,0.16,0.1,0.04,0.07,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,4.25,--,--,--,--,2.75,2.81,1.74,1.68,1.7,1.71,2.68,2.69,2.76,2.67,2.53,3.95,2.83,2.73,--,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.61,-0.51,0.15,0.19,-0.13,-0.12,0.4,0.27,0.34,0.44,0.4,0.51,0.27,0.83,--,--,--,
主营业务收入(万元),690990,670089,665715,544724,403994,378681,335887,152939,238716,248850,131029,123503,135083,260677,180319,175774,192716,129318,105730,96471,82041,70215,81928,88461,80684,
主营业务利润(万元),88217,77044,77516,92368,66110,67373,47601,-34755,6812,31643,24113,20279,14881,38618,34676,36256,46621,31417,25768,27305,26785,23439,29809,21358,16643,
营业利润(万元),-77078,2652,-27978,22590,15286,4690,16995,-128919,-11513,14971,8970,2350,5387,11439,12481,14654,19172,12916,9163,12702,13550,12886,20119,21271,16410,
投资收益(万元),2450,53304,21799,33114,25414,21300,20955,7921,40017,30483,14179,7618,12978,5501,450,2967,2373,1464,6115,6321,2529,2790,1211,1100,260,
营业外收支净额(万元),1471,1826,-4088,2424,4279,2530,2759,4964,3713,1794,2293,2248,--,-395,22,243,-672,-56,-821,17,523,0,-336,0,0,
利润总额(万元),-75607,4478,-32066,25014,19565,7220,19754,-123955,-7801,16765,11263,4599,6725,16845,13330,18617,21205,14897,15529,20664,16952,16577,21533,22510,17213,
净利润(万元),-75219,3853,-30910,20045,17262,2239,14426,-88926,1479,13855,7748,2948,5414,10956,6458,10457,9976,7741,9949,14602,11550,11055,12914,13241,10023,
净利润(扣除非经常性损益后)(万元),-80024,-52564,-51013,--,15576,-325,5748,-92411,-28291,-5915,717,1482,1673,7353,6004,9311,8448,7255,5220,13044,10676,--,--,--,--,
经营活动产生的现金流量净额(万元),55937,-17648,-14967,--,12342,27205,11466,-57078,-58304,-48440,11379,14468,-9711,-8683,18774,12770,15839,20652,18513,14960,7345,22497,--,--,--,
现金及现金等价物净增加额(万元),-18230,-181270,22000,--,-10891,-11515,-14348,30653,8511,14550,-3660,-1799,-2357,-3628,-2667,-12722,-2013,-10508,2301,35258,-13990,33909,--,--,--,
总资产(万元),1095148,1146687,1309358,1379238,1079996,873684,782184,1114595,998922,789741,564524,246474,237795,245258,246271,237475,242694,220897,218230,209523,155939,132429,80774,77743,58993,
流动资产(万元),439467,466247,737240,692890,483169,355575,372104,308072,263311,217053,142930,99630,117155,155975,148719,144203,154142,0,0,0,0,77908,46432,49621,36227,
总负债(万元),515817,476889,724581,753240,661205,494295,402214,691890,643484,429456,336171,95292,83363,88252,71027,61379,66248,58659,62215,57784,48749,32267,40105,36245,35933,
流动负债(万元),393727,343113,602441,508886,430429,310932,219425,486256,359458,215597,126456,77392,62598,67486,64792,54974,62890,0,0,0,0,32067,40105,33770,30227,
股东权益不含少数股东权益(万元),528916,598294,572865,608974,412513,374569,377710,363465,263134,268691,130248,125650,127456,127770,125200,126044,129018,118967,118228,115635,77005,74350,30427,28009,15587,
净资产收益率加权(%),-13.27,0.66,-5.23,4.13,4.34,0.6,3.89,-31.56,0.56,7.34,6.09,2.35,4.18,8.67,0,7.83,7.92,6.4,8.34,17.32,0,19.89,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
