报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.16,0.15,0.08,0.08,0.08,0.08,0.24,0.23,0.21,0.2,0.18,0.55,0.57,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.05,3.19,3,5.65,5.65,4.4,4.65,4.19,3.86,3.59,1.67,1.48,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.37,0.7,0.31,0.54,0.46,0.4,0.74,0.07,0.4,0.19,0.14,--,0,--,
主营业务收入(万元),476833,481354,381830,366559,378776,391049,368711,344164,291415,234318,187582,195080,108162,84729,74830,56720,42800,34624,20391,23760,23614,24932,
主营业务利润(万元),161246,172253,103912,116820,121221,120077,119545,114962,80506,71226,58459,58701,32169,30659,24995,19387,14741,13218,10087,9266,8384,--,
营业利润(万元),135262,139420,71631,68176,68949,68119,68103,68115,35116,27588,23671,36872,24557,18042,15048,11714,10135,9059,7059,6607,5827,--,
投资收益(万元),10116,8245,9123,-3763,1003,3617,1029,3352,3638,3274,3143,3027,3583,2674,1921,767,0,0,0,--,0,--,
营业外收支净额(万元),-22,-5701,-502,-861,-2036,22,-103,-68,0,-110,1,-22,62,-584,-623,-260,-260,0,-9,-7,-38,--,
利润总额(万元),135239,133719,71129,67315,66913,68141,68000,68047,35116,27478,23672,36849,24619,20132,16345,12220,9875,8967,7050,6600,5789,--,
净利润(万元),101163,100091,53516,49158,50011,53967,51113,50233,23327,21568,19212,29972,18462,16106,13076,9017,6672,6007,4594,4422,3878,4761,
净利润(扣除非经常性损益后)(万元),99859,103976,53565,49813,51374,53960,51204,34044,23330,21654,19212,23432,18420,16497,13494,9192,6932,6007,4231,--,0,--,
经营活动产生的现金流量净额(万元),196582,169189,170375,107005,173301,91783,116509,122187,40886,76634,33710,29528,15998,9928,18403,1822,10058,4844,2036,6554,0,--,
现金及现金等价物净增加额(万元),-23708,32394,63003,43125,-40822,106735,53052,38928,-43735,47153,-924,15546,741,-9351,3234,958,9468,3023,-2655,233,0,--,
总资产(万元),1522032,1617456,1632453,1652761,1632973,1722295,1614543,1604713,1133244,1019950,905612,895072,323777,298291,298714,254018,137865,121196,38602,40534,31895,--,
流动资产(万元),354000,396593,371102,351440,284245,340903,194119,137324,114187,107520,64004,68499,32810,38398,46782,31387,28688,0,0,3880,1345,--,
总负债(万元),231975,399745,500553,533073,557842,693233,560966,597765,611261,660353,574053,582964,126818,185218,181930,149312,41431,31438,13500,18216,18661,--,
流动负债(万元),125715,196333,239633,205473,142889,223973,145596,131955,227061,152023,81743,503964,99418,86014,92492,45984,28464,0,0,5271,1786,--,
股东权益不含少数股东权益(万元),1234527,1163936,1079887,1041845,997516,952373,976705,930771,444714,350564,329138,309926,196959,113073,116784,104707,96434,89758,25102,22318,13233,15701,
净资产收益率加权(%),8.42,8.94,5.06,4.83,5.13,5.6,5.36,5.43,6.44,6.48,6.01,9.54,10.77,15.38,11.55,8.98,7.17,7.29,18.6,--,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
