报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.25,0.28,0.31,0.21,-0.28,0.01,0.08,0.04,0.06,0.35,0.24,0.03,0.58,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.19,3.38,3.06,2.66,5.73,2.52,2.24,1.78,1.5,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.49,-0.41,0.17,0.01,-1.1,0,0.44,0.5,-0.13,
主营业务收入(万元),141827,148290,130362,119675,102103,132868,127074,123978,150272,103973,63352,66944,70219,63044,40037,29142,18174,
主营业务利润(万元),28684,28845,26526,22707,15056,16476,16584,13368,14020,15629,9270,6030,8668,9217,6695,4770,3877,
营业利润(万元),11136,10227,8758,6526,-5195,614,269,-776,-12,6362,4117,-2935,6870,5251,3440,2177,1917,
投资收益(万元),2135,-183,-66,445,-256,85,-206,1118,2321,1698,1523,-186,3371,208,180,110,87,
营业外收支净额(万元),-1229,243,-165,-420,-835,605,1588,1261,703,1660,637,3474,126,-36,0,0,0,
利润总额(万元),9907,10470,8592,6106,-6030,1218,1857,485,691,8022,4753,538,6997,5586,3629,2266,2009,
净利润(万元),9258,8024,6400,4362,-5728,232,1729,843,1124,6893,4722,639,5407,4236,3249,2045,1767,
净利润(扣除非经常性损益后)(万元),7782,7178,5747,4323,-3976,-606,423,-1990,-1597,4114,2614,-2296,2969,4053,3078,1824,1618,
经营活动产生的现金流量净额(万元),-841,18067,1566,15638,15226,24688,13282,-5465,9463,-8059,3254,248,-10658,8393,3198,3621,-941,
现金及现金等价物净增加额(万元),-488,2531,-2874,4851,-2832,-1908,3093,-8559,7461,-3566,-3793,-12285,16751,4571,2179,2636,-485,
总资产(万元),181144,168007,166730,158826,142924,156839,161568,158419,166481,142251,108768,95283,96989,55855,44819,35659,31211,
流动资产(万元),98919,90366,90295,81890,66063,80603,90673,91454,100601,78028,58363,51942,67898,39064,30361,21573,17615,
总负债(万元),91879,87036,85872,83381,72581,81097,86143,93279,101592,73235,45823,39985,41344,37657,28694,22809,20426,
流动负债(万元),79325,82115,82209,77515,68585,76841,79170,85568,88025,58300,42970,36623,35103,32522,24969,20434,18996,
股东权益不含少数股东权益(万元),89265,80729,73974,69636,65274,71002,71286,61465,61900,65725,59384,51753,55645,18199,16126,12850,10785,
净资产收益率加权(%),10.91,10.46,8.96,6.47,-8.41,0.33,2.5,1.35,1.71,10.97,8.73,1.14,11.27,0,22.45,17.32,19.02,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
