报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.43,0.38,0.52,0.48,0.35,0.44,0.28,0.29,
每股净资产(元),--,--,--,3.01,2.58,2.28,1.95,1.73,
每股经营活动产生的现金流量净额(元),--,--,--,0.72,-0.01,0.59,0.01,0.13,
主营业务收入(万元),80350,79234,70317,51212,40517,46734,33209,31307,
主营业务利润(万元),24196,22152,20812,16610,13499,14935,10019,9189,
营业利润(万元),13402,11916,9623,8136,5845,7604,4615,4344,
投资收益(万元),253,312,124,-4,13,39,--,--,
营业外收支净额(万元),-132,-407,33,434,403,265,322,705,
利润总额(万元),13270,11509,9655,8569,6248,7869,4937,5049,
净利润(万元),11483,10057,8351,7364,5349,6667,4210,4417,
净利润(扣除非经常性损益后)(万元),10479,9575,8009,6950,4981,6361,3903,3402,
经营活动产生的现金流量净额(万元),9421,8312,6938,10971,-97,9084,141,1916,
现金及现金等价物净增加额(万元),3596,19380,12070,6725,-1736,4276,-4468,1932,
总资产(万元),140542,131174,127673,74442,60750,58978,53050,50157,
流动资产(万元),112699,107716,106224,55885,42804,40172,34533,33055,
总负债(万元),37631,34972,38992,28346,21253,24064,23274,23674,
流动负债(万元),37319,34617,38595,27907,20771,23727,22918,23299,
股东权益不含少数股东权益(万元),102911,96203,88680,46096,39497,34913,29776,26484,
净资产收益率加权(%),11.6,10.93,15.11,17.28,14.4,20.53,14.81,18.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
