报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.02,0.09,0.1,-0.42,-0.5,0.03,-0.18,0.04,0.06,0.06,0.13,0.01,-0.25,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,3.41,1.84,1.72,1.71,2.94,1.4,1.33,1.18,1.05,0.91,1.04,1.39,1.3,1.44,2.18,2,1.18,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.19,0.69,0.35,-0.03,-0.17,-0.26,0.06,0.54,0.06,-0.09,0.18,0.01,0.02,-0.06,--,--,--,--,--,
主营业务收入(万元),12593,18792,17860,14163,12625,15205,16002,17845,16262,20224,12461,9777,5178,14172,19618,22536,23103,6789,2764,3073,3818,4278,3848,2914,2859,1445,77252,90444,
主营业务利润(万元),4826,9257,9946,4905,4359,4339,6398,9084,8476,9173,7185,5645,839,5005,4432,4440,3648,2155,1112,1105,2066,1893,1325,343,257,212,2223,1369,
营业利润(万元),708,2145,3575,-8075,-9216,-4300,-2890,1177,1641,1177,611,337,-4079,1132,831,1362,1004,125,-1201,-299,613,-175,481,343,257,212,2223,1369,
投资收益(万元),1167,1253,1248,--,--,2052,--,--,--,-142,-206,-150,-140,-82,-12,-17,9,7,0,-35,-59,1,108,503,157,0,0,0,
营业外收支净额(万元),-89,35,-1393,-101,-603,4961,-577,105,11,56,1461,-41,-76,--,-32,-60,-21,-3,-10,-2417,226,230,0,0,0,--,--,--,
利润总额(万元),619,2181,2181,-8176,-9819,661,-3467,1281,1652,1233,2073,296,-4156,1117,786,1285,992,128,-1209,-2709,779,56,839,1075,645,223,2223,1369,
净利润(万元),474,2084,2127,-7917,-9512,536,-3346,781,1119,1067,2123,104,-4159,795,1029,1462,1057,136,-1182,-2684,667,85,748,911,550,156,1890,1164,
净利润(扣除非经常性损益后)(万元),-2505,612,434,-7831,-8989,-6252,-2819,701,1104,1000,659,144,-4283,503,1062,1522,1077,139,-1174,-57,442,-147,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),2094,7980,3817,3350,-2436,3775,-1377,6836,8105,3507,11408,5856,-535,-1861,-2073,519,4346,452,-735,1454,67,170,-466,--,--,--,--,--,
现金及现金等价物净增加额(万元),36988,-12000,15798,1049,-49819,52500,535,-8989,-13114,15664,-2183,1807,-6076,8927,-67,-2168,5883,1222,-1124,998,-194,454,-4079,--,--,--,--,--,
总资产(万元),136773,132052,134828,133649,132495,185331,133651,116829,112682,96762,61053,62604,61478,58184,35719,32071,28541,22005,16447,19379,20409,19317,18317,15524,14054,5801,1939,1508,
流动资产(万元),59422,58788,69491,9497,10243,66979,14004,14187,28015,36603,19364,27900,30363,45947,23811,19973,18197,12582,0,--,6310,6227,7108,7478,8727,1382,824,678,
总负债(万元),33270,26635,29662,88025,78694,120358,69670,49200,45655,31207,29576,33154,32324,24874,23870,20814,18567,13385,9129,10967,9234,8791,6704,4598,4040,2283,1401,1045,
流动负债(万元),31532,24662,27553,54253,43294,83508,28370,15749,16105,15007,15376,15554,15524,16874,16370,18814,12567,9885,0,--,5234,8559,6239,3901,3110,2283,1191,772,
股东权益不含少数股东权益(万元),103379,105516,105531,46045,53962,63474,62939,65852,65544,64425,30355,28321,28217,32376,11237,10651,9409,8352,7269,8346,11085,10431,11499,10925,10014,3518,538,463,
净资产收益率加权(%),0.45,1.95,2.37,-15.83,-16.2,0.85,-5.21,1.19,1.72,2.02,7.23,0.37,-13.73,2.96,9.26,14.42,11.9,1.85,-15.14,-27.7,6.21,0,6.72,--,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
