报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),1.07,0.72,0.74,0.51,0.43,0.33,0.36,0.46,--,
每股净资产(元),--,5.68,4.95,4.21,3.7,--,2.94,--,--,
每股经营活动产生的现金流量净额(元),--,0.4,0.5,0.78,0.23,0.28,0.16,0.16,0.53,
主营业务收入(万元),74201,58991,58594,54446,46634,47439,42566,46060,36351,
主营业务利润(万元),29808,23887,24467,21297,21254,21607,19035,21651,17559,
营业利润(万元),30437,20607,20791,13264,11782,10559,9383,11934,10337,
投资收益(万元),4922,7340,6097,1018,-137,-1692,-362,-141,64,
营业外收支净额(万元),1958,-136,834,2451,1205,276,1093,1070,699,
利润总额(万元),32395,20471,21625,15715,12987,10835,10476,13004,11036,
净利润(万元),27667,18132,18523,12872,10720,8277,8940,11361,10150,
净利润(扣除非经常性损益后)(万元),19730,17437,17350,11595,10397,8266,8098,10518,3190,
经营活动产生的现金流量净额(万元),23632,10057,12458,19468,5702,6937,4076,4060,12956,
现金及现金等价物净增加额(万元),75558,-382,509,6317,129,607,-1898,-4019,5951,
总资产(万元),422989,239861,197870,175883,163459,154032,137613,121530,119940,
流动资产(万元),250151,86411,73806,65536,58282,51035,42075,40972,46794,
总负债(万元),103824,94915,71494,68229,69128,70621,62714,55694,70758,
流动负债(万元),65464,62383,41372,40787,40684,44071,41503,42445,60673,
股东权益不含少数股东权益(万元),316184,142143,124011,105488,92616,81896,73619,64679,47881,
净资产收益率加权(%),16.4,13.63,16.14,12.99,12.29,10.64,12.93,21.03,22.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
