报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.52,0.69,0.65,0.59,0.55,0.53,0.51,0.51,
每股净资产(元),--,--,--,3.81,3.63,3.7,3.37,3.06,
每股经营活动产生的现金流量净额(元),--,--,--,1.04,0.75,0.89,0.29,0.38,
主营业务收入(万元),65503,56606,47132,41596,37568,36113,32755,27200,
主营业务利润(万元),46357,41413,35395,30918,27925,25871,23608,19493,
营业利润(万元),8214,8064,7061,5141,4523,4699,4458,4306,
投资收益(万元),492,722,492,--,--,--,95,148,
营业外收支净额(万元),128,-40,41,143,350,34,47,10,
利润总额(万元),8342,8025,7102,5284,4873,4733,4505,4316,
净利润(万元),6236,5932,5220,3778,3529,3391,3289,3095,
净利润(扣除非经常性损益后)(万元),5405,4838,4576,3670,3265,3370,3193,2977,
经营活动产生的现金流量净额(万元),9807,3696,6171,6711,4801,5740,1848,2477,
现金及现金等价物净增加额(万元),766,255,19324,2358,-338,2271,-2233,5575,
总资产(万元),66800,58972,52387,29870,28288,28477,26100,24269,
流动资产(万元),50193,47557,45086,23289,22090,21955,19680,20784,
总负债(万元),9665,8257,7074,5331,4953,4672,4399,4569,
流动负债(万元),9400,8115,7030,5307,4914,4656,4336,4545,
股东权益不含少数股东权益(万元),56765,50366,45313,24539,23335,23805,21701,19700,
净资产收益率加权(%),10.73,12.46,13.4,16.53,15.3,14.97,15.49,18.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
