报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),1.18,1.21,1.11,1.22,0.91,0.94,1.3,1.07,1.37,2.07,1.9,1.13,1.54,
每股净资产(元),--,--,--,--,--,--,--,--,9.67,17.2,6.98,4.75,4,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.62,1.38,2.85,2.37,1.74,
主营业务收入(万元),391053,416869,400362,373861,347697,339158,320515,273092,275123,222875,152877,142238,122195,
主营业务利润(万元),81229,81134,74324,79029,69285,66458,64177,54148,59040,45598,34352,25515,22307,
营业利润(万元),50983,50802,45605,48488,38724,40476,37160,30066,39472,28329,21922,11967,12914,
投资收益(万元),3373,4818,10400,9249,6866,7108,5364,236,-426,1008,--,0,0,
营业外收支净额(万元),129,-238,1287,3165,2545,3169,3266,2095,1411,1153,1001,--,--,
利润总额(万元),51112,50564,46891,51653,41269,43646,40426,32161,40883,29482,22923,12470,13308,
净利润(万元),39307,39034,36029,39402,29449,30382,28048,22990,29650,20480,16113,9118,11446,
净利润(扣除非经常性损益后)(万元),30760,33351,23310,31179,22191,22447,21452,21338,28800,19201,15409,8793,10351,
经营活动产生的现金流量净额(万元),44470,56834,29576,28542,49540,62224,34075,31615,34963,14863,23015,19177,12931,
现金及现金等价物净增加额(万元),-381,-2922,286,5275,-13504,-75574,-40450,91012,-26479,73704,2113,6493,4550,
总资产(万元),451217,424899,418723,472519,447202,429046,401519,380795,265345,252797,129186,100624,81944,
流动资产(万元),278677,268531,224625,247570,278888,277133,226371,247381,142307,153694,50748,38291,32720,
总负债(万元),108091,102740,111424,184303,177707,157226,146321,144901,50824,61819,72741,62204,52225,
流动负债(万元),69958,97339,107115,179638,93009,72658,60821,60689,50639,59634,56456,54019,52225,
股东权益不含少数股东权益(万元),341063,319865,305024,285500,265326,260974,244295,224739,208741,185570,51981,35868,26745,
净资产收益率加权(%),11.82,12.47,12.17,14.19,11,11.97,11.94,10.58,15,11.04,33.97,29.12,48.93,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
